alpha,N,M,T,disorder,phi_a,phi_b,q_ea,phi_max_other,phi_1max
0.20,25,148,0.356086,114,0.435379,0.078837,0.244066,0.839377,0.519688
0.20,25,148,0.356086,115,0.844839,0.276568,0.225019,0.480910,0.459688
0.20,25,148,0.356086,116,0.834763,0.274386,0.211859,0.481993,0.421174
0.20,25,148,0.356086,117,0.349724,-0.020010,0.046807,0.846394,0.548563
0.20,25,148,0.356086,118,0.351061,0.371994,0.714627,0.839537,0.522744
0.20,25,148,0.356086,119,0.413672,0.264922,0.366326,0.846590,0.539650
0.20,25,148,0.356086,120,-0.091744,-0.048754,0.108593,0.844097,0.681023
0.20,25,148,0.356086,121,-0.082243,0.611432,0.041667,0.836712,0.646493
0.20,25,148,0.356086,122,0.695323,0.033321,0.087403,0.614954,0.543703
0.20,25,148,0.356086,123,0.454602,0.845244,0.377843,0.837526,0.569181
0.20,25,148,0.356086,124,0.053645,0.396804,0.157956,0.839248,0.476141
0.20,25,148,0.356086,125,0.207420,0.842394,0.158079,0.842534,0.513063
0.20,25,148,0.356086,126,0.305365,0.557983,0.135607,0.851570,0.456308
0.20,25,148,0.356086,127,0.460098,0.180573,0.341082,0.847713,0.564198
0.20,25,148,0.356086,128,0.155434,0.848927,0.159204,0.847719,0.531065
0.20,25,148,0.356086,129,0.328194,0.222081,0.088427,0.843324,0.579859
0.20,25,148,0.356086,130,0.458497,0.347262,0.119862,0.840742,0.530904
0.20,25,148,0.356086,131,0.416573,0.613182,0.261551,0.839684,0.565914
0.20,25,148,0.356086,132,-0.045102,-0.009021,0.186739,0.842599,0.502368
0.20,25,148,0.356086,133,-0.534010,0.453707,-0.160288,0.847060,0.552691
0.20,25,148,0.356086,134,0.845778,-0.263352,-0.216844,0.545389,0.579159
0.20,25,148,0.356086,135,0.382483,0.838147,0.327120,0.829829,0.666804
0.20,25,148,0.356086,136,0.288025,0.847438,0.256650,0.842448,0.484830
0.20,25,148,0.356086,137,0.554648,0.546621,0.666249,0.789157,0.622246
0.20,25,148,0.356086,138,0.154306,0.201764,0.274216,0.841595,0.596102
0.20,25,148,0.356086,139,0.361723,0.381889,0.710167,0.836685,0.479882
0.20,25,148,0.356086,140,0.221064,0.848541,0.186574,0.842637,0.540265
0.20,25,148,0.356086,141,0.215985,0.844953,0.179461,0.840233,0.525729
0.20,25,148,0.356086,142,0.844497,0.842842,0.709466,0.483458,0.438028
0.20,25,148,0.356086,143,0.155777,0.667564,0.152773,0.836907,0.635937
0.20,25,148,0.356086,144,0.186339,0.291482,-0.050417,0.849841,0.464457
0.20,25,148,0.356086,145,0.839197,0.845035,0.707000,0.485727,0.488471
0.20,25,148,0.356086,146,0.138934,0.841128,0.130339,0.845114,0.524833
0.20,25,148,0.356086,147,0.360392,0.241876,0.101700,0.843391,0.430503
0.20,25,148,0.356086,148,0.842723,0.407636,0.391358,0.532239,0.567151
0.20,25,148,0.356086,149,0.063653,0.849020,0.066436,0.849008,0.526795
0.20,25,148,0.356086,150,0.495253,0.140686,0.059913,0.714590,0.551521
0.20,25,148,0.356086,151,0.356912,0.243999,0.046128,0.835658,0.474398
0.20,25,148,0.356086,152,0.835071,0.110841,0.068122,0.502739,0.524091
0.20,25,148,0.356086,153,0.293266,0.843071,0.263133,0.848867,0.455603
0.20,25,148,0.356086,154,0.847115,0.252270,0.203476,0.493197,0.493648
0.20,25,148,0.356086,155,0.828451,0.242052,0.194210,0.478815,0.427083
0.20,25,148,0.356086,156,0.042659,0.228391,-0.146888,0.839747,0.518410
0.20,25,148,0.356086,157,0.296942,0.769579,0.181328,0.837162,0.461880
0.20,25,148,0.356086,158,0.845339,0.852273,0.726145,0.432486,0.398881
0.20,25,148,0.356086,159,0.731982,0.129589,0.129676,0.661874,0.621826
0.20,25,148,0.356086,160,0.426178,-0.111217,-0.352843,0.817478,0.500969
0.20,25,148,0.356086,161,0.393359,0.187894,0.016577,0.830187,0.468979
0.20,25,148,0.356086,162,0.279460,0.085152,0.037714,0.835436,0.573469
0.20,25,148,0.356086,163,0.770183,-0.137118,-0.059242,0.563401,0.622747
0.20,25,148,0.356086,164,0.836589,0.841623,0.702208,0.501057,0.485849
0.20,25,148,0.356086,165,0.839739,0.281755,0.255298,0.492163,0.454524
0.20,25,148,0.356086,166,0.838233,0.839149,0.701637,0.448331,0.394052
0.20,25,148,0.356086,167,0.442653,0.036386,-0.095647,0.855679,0.501748
0.20,25,148,0.356086,168,0.370029,0.370485,0.330376,0.854238,0.524618
0.20,25,148,0.356086,169,0.251223,0.837620,0.206844,0.850847,0.459571
0.20,25,148,0.356086,170,0.842202,0.830165,0.697235,0.464179,0.451028
0.20,25,148,0.356086,171,0.148287,0.472327,0.088986,0.829348,0.551898
0.20,25,148,0.356086,172,0.842194,0.186540,0.150900,0.488832,0.489834
0.20,25,148,0.356086,173,0.832442,0.370303,0.309845,0.505543,0.560876
0.20,25,148,0.356086,174,0.110484,0.184583,0.083424,0.838074,0.596423
0.20,25,148,0.356086,175,0.279362,0.854203,0.253336,0.832938,0.459092
0.20,25,148,0.356086,176,0.310055,0.154508,0.225025,0.848011,0.459291
0.20,25,148,0.356086,177,0.057702,0.836855,0.032117,0.848929,0.459081
0.20,25,148,0.356086,178,-0.022381,0.263434,0.010363,0.839056,0.559236
0.20,25,148,0.356086,179,0.363210,0.325375,0.092479,0.849266,0.588588
0.20,25,148,0.356086,180,0.141374,0.146257,0.731793,0.848391,0.530857
0.20,25,148,0.356086,181,0.848142,0.340496,0.304202,0.462954,0.406169
0.20,25,148,0.356086,182,0.099741,0.250927,0.105228,0.835659,0.570198
0.20,25,148,0.356086,183,0.255025,0.086840,-0.062807,0.847952,0.509820
0.20,25,148,0.356086,184,0.510455,0.022001,0.125551,0.824201,0.588403
0.20,25,148,0.356086,185,0.846639,0.849641,0.723440,0.470791,0.448286
0.20,25,148,0.356086,186,0.297986,0.853848,0.275368,0.845159,0.389203
0.20,25,148,0.356086,187,0.268108,0.835181,0.225276,0.848566,0.492653
0.20,25,148,0.356086,188,-0.167458,-0.162570,-0.235728,0.850166,0.529778
0.20,25,148,0.356086,189,0.418022,0.409952,-0.007280,0.844876,0.507865
0.20,25,148,0.356086,190,0.801088,0.318937,0.247396,0.561019,0.508249
0.20,25,148,0.356086,191,0.851510,0.841520,0.722850,0.432181,0.373929
0.20,25,148,0.356086,192,0.495356,0.852647,0.414077,0.707711,0.422624
0.20,25,148,0.356086,193,0.843099,0.841461,0.707019,0.462491,0.424161
0.20,25,148,0.356086,194,0.431685,0.832251,0.367868,0.843314,0.504169
0.20,25,148,0.356086,195,-0.033143,0.346227,-0.086230,0.842046,0.472180
0.20,25,148,0.356086,196,0.508642,0.447488,0.659294,0.849779,0.588177
0.20,25,148,0.356086,197,0.834963,0.394082,0.319758,0.508521,0.486438
0.20,25,148,0.356086,198,0.695290,0.851684,0.579453,0.633717,0.543830
0.20,25,148,0.356086,199,0.248290,0.842953,0.195298,0.850434,0.447260
0.20,25,148,0.356086,200,0.441926,0.282625,0.178321,0.841960,0.517425
0.20,25,148,0.395498,1,-0.096633,0.836974,-0.067886,0.814393,0.489766
0.20,25,148,0.395498,2,-0.068035,0.531409,0.083762,0.833094,0.628712
0.20,25,148,0.395498,3,-0.167475,-0.233154,0.067294,0.831492,0.476543
0.20,25,148,0.395498,4,0.265811,0.019291,0.032144,0.826875,0.673577
0.20,25,148,0.395498,5,0.400482,0.830755,0.339696,0.821055,0.480970
0.20,25,148,0.395498,6,0.383308,0.167759,0.136310,0.816452,0.488725
0.20,25,148,0.395498,7,0.238003,0.021781,0.129611,0.827667,0.593952
0.20,25,148,0.395498,8,0.103204,0.227465,-0.050445,0.828457,0.646871
0.20,25,148,0.395498,9,0.835119,0.577740,0.492486,0.466016,0.431449
0.20,25,148,0.395498,10,-0.086773,-0.014389,0.115393,0.827237,0.712755
0.20,25,148,0.395498,11,-0.129314,0.328643,0.083653,0.822283,0.542788
0.20,25,148,0.395498,12,-0.089542,0.698833,-0.085760,0.816590,0.486762
0.20,25,148,0.395498,13,0.201080,0.335856,-0.093936,0.822391,0.497175
0.20,25,148,0.395498,14,-0.010722,-0.134396,-0.202200,0.843286,0.518084
0.20,25,148,0.395498,15,0.293329,0.517788,0.191806,0.831253,0.631279
0.20,25,148,0.395498,16,0.179099,0.384512,0.209979,0.779929,0.492362
0.20,25,148,0.395498,17,0.188624,0.162762,0.140912,0.814752,0.475553
0.20,25,148,0.395498,18,-0.284308,0.111729,-0.023699,0.830227,0.711241
0.20,25,148,0.395498,19,0.785880,0.176560,0.162664,0.511841,0.503221
0.20,25,148,0.395498,20,0.378013,0.021315,0.077498,0.830373,0.540508
0.20,25,148,0.395498,21,-0.261414,0.332762,-0.145653,0.823647,0.587825
0.20,25,148,0.395498,22,-0.018973,0.094310,0.179777,0.834557,0.595202
0.20,25,148,0.395498,23,0.023569,0.465330,0.141330,0.826765,0.555934
0.20,25,148,0.395498,24,0.192453,-0.005369,-0.031906,0.830440,0.462667
0.20,25,148,0.395498,25,0.353244,0.272608,0.158647,0.831263,0.430366
0.20,25,148,0.395498,26,0.129168,0.717120,0.069104,0.818749,0.522530
0.20,25,148,0.395498,27,0.158655,-0.143595,-0.005058,0.824285,0.570443
0.20,25,148,0.395498,28,0.818172,0.120132,0.103872,0.414178,0.348820
0.20,25,148,0.395498,29,0.089493,0.099736,-0.090687,0.830576,0.467869
0.20,25,148,0.395498,30,0.272473,0.123774,-0.252857,0.827612,0.440761
0.20,25,148,0.395498,31,0.177005,0.032039,-0.066940,0.822733,0.372529
0.20,25,148,0.395498,32,0.352665,0.826573,0.296763,0.826369,0.419678
0.20,25,148,0.395498,33,0.431713,0.114001,0.104334,0.819103,0.529148
0.20,25,148,0.395498,34,0.821659,0.054984,0.063189,0.473625,0.425650
0.20,25,148,0.395498,35,0.209102,0.499439,0.236939,0.826113,0.559454
0.20,25,148,0.395498,36,-0.167867,0.079585,-0.313677,0.822650,0.425726
0.20,25,148,0.395498,37,0.106820,-0.154644,-0.142858,0.826261,0.598889
0.20,25,148,0.395498,38,0.106308,0.307185,0.027450,0.832563,0.515716
0.20,25,148,0.395498,39,0.162490,0.787395,0.122533,0.822477,0.478365
0.20,25,148,0.395498,40,0.712841,0.363084,0.252686,0.557774,0.520644
0.20,25,148,0.395498,41,0.608107,0.265513,0.242651,0.649674,0.461719
0.20,25,148,0.395498,42,0.122169,0.561294,0.114697,0.834020,0.514614
0.20,25,148,0.395498,43,-0.123672,0.256261,-0.011744,0.821579,0.373999
0.20,25,148,0.395498,44,0.665307,-0.029219,-0.002135,0.753083,0.758525
0.20,25,148,0.395498,45,0.829689,0.046420,0.053883,0.466889,0.501205
0.20,25,148,0.395498,46,0.596481,0.031768,0.006744,0.606271,0.399692
0.20,25,148,0.395498,47,0.745857,-0.101482,-0.109797,0.568077,0.473827
0.20,25,148,0.395498,48,0.832031,0.227684,0.205231,0.499102,0.557897
0.20,25,148,0.395498,49,-0.192165,0.138491,-0.061441,0.825578,0.516567
0.20,25,148,0.395498,50,0.100805,-0.049912,0.012691,0.838110,0.523414
0.20,25,148,0.395498,51,0.119134,0.027111,-0.165301,0.820788,0.491300
0.20,25,148,0.395498,52,-0.050557,0.825852,-0.053101,0.829575,0.513706
0.20,25,148,0.395498,53,-0.125063,0.831270,-0.117516,0.837685,0.499767
0.20,25,148,0.395498,54,0.220189,0.177805,0.200784,0.821524,0.468470
0.20,25,148,0.395498,55,0.443367,0.443044,0.683672,0.834964,0.514805
0.20,25,148,0.395498,56,0.333687,0.305885,0.193572,0.826927,0.524090
0.20,25,148,0.395498,57,0.006902,0.328936,0.053648,0.830054,0.453742
0.20,25,148,0.395498,58,0.028801,0.262032,-0.041252,0.828980,0.430346
0.20,25,148,0.395498,59,-0.167540,0.120010,-0.002524,0.826174,0.443231
0.20,25,148,0.395498,60,0.082210,0.147564,-0.154704,0.829786,0.349406
0.20,25,148,0.395498,61,0.221127,0.221036,-0.185602,0.819709,0.526598
0.20,25,148,0.395498,62,0.192342,0.822997,0.167751,0.826433,0.405079
0.20,25,148,0.395498,63,0.095570,0.197527,-0.072173,0.830124,0.503758
0.20,25,148,0.395498,64,0.327036,0.143428,0.033318,0.832128,0.508534
0.20,25,148,0.395498,65,0.085013,0.164523,-0.031246,0.821778,0.539073
0.20,25,148,0.395498,66,0.068513,0.344528,0.035042,0.827057,0.469936
0.20,25,148,0.395498,67,0.136186,0.124737,-0.263718,0.828441,0.407019
0.20,25,148,0.395498,68,0.166343,0.295824,0.072205,0.820624,0.543452
0.20,25,148,0.395498,69,0.275437,0.269745,0.501103,0.817713,0.465536
0.20,25,148,0.395498,70,0.081214,-0.001322,-0.000473,0.824845,0.499455
0.20,25,148,0.395498,71,0.296286,0.031223,-0.152538,0.836170,0.574893
0.20,25,148,0.395498,72,0.146517,0.201156,0.114934,0.827188,0.476176
0.20,25,148,0.395498,73,0.239790,0.153754,-0.083706,0.825585,0.586430
0.20,25,148,0.395498,74,0.431905,0.020943,-0.007201,0.818376,0.522237
0.20,25,148,0.395498,75,0.183851,0.391351,-0.043069,0.833941,0.514670
0.20,25,148,0.395498,76,0.152720,-0.028675,0.017381,0.822633,0.456180
0.20,25,148,0.395498,77,0.617245,-0.052744,-0.076075,0.643746,0.503019
0.20,25,148,0.395498,78,0.186813,0.000493,0.149318,0.828824,0.535441
0.20,25,148,0.395498,79,0.253986,0.751692,0.206653,0.817169,0.440519
0.20,25,148,0.395498,80,0.295238,0.571296,0.276791,0.828758,0.419693
0.20,25,148,0.395498,81,0.254938,0.273747,0.099535,0.813468,0.556172
0.20,25,148,0.395498,82,0.829923,0.160563,0.139505,0.455203,0.435860
0.20,25,148,0.395498,83,0.093232,0.153590,0.094502,0.826057,0.525190
0.20,25,148,0.395498,84,0.110682,-0.091024,-0.120196,0.820995,0.571184
0.20,25,148,0.395498,85,0.203068,-0.115860,0.182485,0.812217,0.514614
0.20,25,148,0.395498,86,-0.032406,-0.261065,-0.021874,0.837417,0.502342
0.20,25,148,0.395498,87,0.043782,0.167023,-0.164090,0.823704,0.458274
0.20,25,148,0.395498,88,0.825342,-0.115123,-0.095828,0.474907,0.436633
0.20,25,148,0.395498,89,0.192411,-0.100807,-0.069646,0.818716,0.547402
0.20,25,148,0.395498,90,0.829507,0.826798,0.691597,0.475277,0.476853
0.20,25,148,0.395498,91,0.434434,0.838596,0.361817,0.824971,0.520154
0.20,25,148,0.395498,92,0.069019,-0.063837,0.007826,0.827789,0.491279
0.20,25,148,0.395498,93,0.132257,-0.032235,-0.015288,0.833414,0.446227
0.20,25,148,0.395498,94,0.065431,0.407095,0.099507,0.815406,0.381170
0.20,25,148,0.395498,95,-0.005920,0.011725,-0.131577,0.814715,0.501401
0.20,25,148,0.395498,96,0.202996,0.259754,0.115063,0.827427,0.595618
0.20,25,148,0.395498,97,0.160816,-0.114762,-0.013616,0.826802,0.415208
0.20,25,148,0.395498,98,0.231748,0.665240,0.220545,0.831536,0.577210
0.20,25,148,0.395498,99,0.116037,-0.326468,-0.118055,0.834682,0.508153
0.20,25,148,0.395498,100,0.123896,0.108730,-0.162487,0.831243,0.557200
0.20,25,148,0.395498,101,0.182074,0.071052,-0.057134,0.827966,0.487945
0.20,25,148,0.395498,102,-0.139436,0.058888,0.108951,0.833140,0.424270
0.20,25,148,0.395498,103,0.508395,-0.160096,-0.089217,0.681924,0.411767
0.20,25,148,0.395498,104,-0.055312,0.278612,-0.002437,0.811843,0.512612
0.20,25,148,0.395498,105,0.104512,0.324475,0.008553,0.822112,0.438268
0.20,25,148,0.395498,106,-0.024797,0.280976,0.008249,0.825146,0.561201
0.20,25,148,0.395498,107,0.054689,0.161522,0.186011,0.829110,0.426898
0.20,25,148,0.395498,108,0.813775,0.144922,0.121046,0.477065,0.487774
0.20,25,148,0.395498,109,0.478812,0.098776,0.087219,0.820656,0.561576
0.20,25,148,0.395498,110,0.014029,0.138172,0.139818,0.817903,0.640054
0.20,25,148,0.395498,111,0.298378,0.316957,0.577009,0.827726,0.441125
0.20,25,148,0.395498,112,0.831574,0.197349,0.162678,0.492416,0.421947
0.20,25,148,0.395498,113,0.392283,-0.007369,-0.046702,0.828774,0.475034
0.20,25,148,0.395498,114,0.084092,-0.125953,0.022880,0.836429,0.427054
0.20,25,148,0.395498,115,0.223155,0.240072,0.090365,0.832820,0.431923
0.20,25,148,0.395498,116,0.159997,0.066024,-0.049447,0.824890,0.558507
0.20,25,148,0.395498,117,0.026347,0.729864,-0.018117,0.828243,0.556308
0.20,25,148,0.395498,118,0.104630,-0.015773,-0.157144,0.820511,0.498857
0.20,25,148,0.395498,119,-0.009022,0.117621,0.212721,0.823792,0.508892
0.20,25,148,0.395498,120,0.049385,0.066457,0.203739,0.814936,0.540769
0.20,25,148,0.395498,121,0.121353,0.078271,0.051334,0.818496,0.491478
0.20,25,148,0.395498,122,-0.260619,-0.285428,0.686553,0.830704,0.508333
0.20,25,148,0.395498,123,0.393354,0.837270,0.315372,0.818260,0.451312
0.20,25,148,0.395498,124,0.081256,0.040688,0.058274,0.830535,0.498231
0.20,25,148,0.395498,125,0.830162,0.503943,0.425830,0.544949,0.612079
0.20,25,148,0.395498,126,-0.214856,0.189817,0.023195,0.831370,0.552619
0.20,25,148,0.395498,127,-0.102038,-0.042572,0.146684,0.843987,0.400773
0.20,25,148,0.395498,128,0.094460,0.027811,-0.123705,0.828053,0.345279
0.20,25,148,0.395498,129,0.265026,0.302386,0.604556,0.826488,0.444478
0.20,25,148,0.395498,130,-0.026372,0.058332,-0.257402,0.833064,0.525146
0.20,25,148,0.395498,131,0.129046,-0.077045,0.073800,0.841161,0.495116
0.20,25,148,0.395498,132,0.804166,0.826674,0.676354,0.545941,0.600085
0.20,25,148,0.395498,133,0.049502,0.008647,0.254215,0.826800,0.505854
0.20,25,148,0.395498,134,0.062830,0.215705,-0.141000,0.820087,0.447850
0.20,25,148,0.395498,135,0.044638,0.244246,0.177926,0.825205,0.451621
0.20,25,148,0.395498,136,0.821987,-0.231141,-0.232557,0.453259,0.411439
0.20,25,148,0.395498,137,-0.054767,0.381803,-0.172152,0.821809,0.483514
0.20,25,148,0.395498,138,0.209927,0.072778,0.076781,0.814067,0.430397
0.20,25,148,0.395498,139,0.157575,0.041625,-0.059258,0.818179,0.557955
0.20,25,148,0.395498,140,0.068547,0.398209,0.067966,0.839509,0.546631
0.20,25,148,0.395498,141,0.834439,0.145485,0.143114,0.461392,0.425640
0.20,25,148,0.395498,142,0.239082,0.025803,-0.111520,0.828750,0.518988
0.20,25,148,0.395498,143,-0.180191,-0.341951,0.269678,0.830039,0.509143
0.20,25,148,0.395498,144,0.144837,-0.027609,-0.019957,0.807741,0.537794
0.20,25,148,0.395498,145,0.170837,0.203350,0.248919,0.818380,0.551431
0.20,25,148,0.395498,146,0.181684,0.459326,0.165923,0.813919,0.530335
0.20,25,148,0.395498,147,0.170072,-0.023962,-0.053433,0.823022,0.524078
0.20,25,148,0.395498,148,0.295802,0.075005,-0.110282,0.820351,0.445883
0.20,25,148,0.395498,149,0.338573,0.340793,0.262266,0.821104,0.483882
0.20,25,148,0.395498,150,0.108596,0.253397,0.164144,0.820393,0.436551
0.20,25,148,0.395498,151,-0.089500,0.152455,-0.106203,0.835248,0.515505
0.20,25,148,0.395498,152,0.234958,-0.189219,-0.064406,0.817561,0.496298
0.20,25,148,0.395498,153,0.117960,0.494335,0.070165,0.836407,0.688645
0.20,25,148,0.395498,154,-0.008703,-0.089911,-0.019182,0.810523,0.470740
0.20,25,148,0.395498,155,0.173182,-0.046797,-0.024061,0.828275,0.485313
0.20,25,148,0.395498,156,-0.098217,0.378983,-0.149264,0.824244,0.473320
0.20,25,148,0.395498,157,-0.057334,-0.073672,-0.141902,0.822182,0.512623
0.20,25,148,0.395498,158,0.379829,0.222789,0.077980,0.841151,0.534712
0.20,25,148,0.395498,159,0.651858,0.820962,0.532254,0.580491,0.411260
0.20,25,148,0.395498,160,-0.038861,0.369039,0.347979,0.831337,0.467267
0.20,25,148,0.395498,161,-0.002988,0.080142,0.292818,0.826396,0.529198
0.20,25,148,0.395498,162,0.832565,-0.111846,-0.110742,0.486884,0.448620
0.20,25,148,0.395498,163,0.067173,0.219910,0.039016,0.837740,0.530462
0.20,25,148,0.395498,164,0.319266,0.007967,-0.010291,0.821961,0.434332
0.20,25,148,0.395498,165,0.221641,0.282554,0.174601,0.819567,0.368482
0.20,25,148,0.395498,166,0.021792,-0.127998,-0.075246,0.825895,0.549417
0.20,25,148,0.395498,167,-0.003019,0.831901,-0.014834,0.838962,0.606493
0.20,25,148,0.395498,168,0.131041,0.180471,-0.323440,0.820366,0.536598
0.20,25,148,0.395498,169,0.018920,-0.204416,0.076831,0.837403,0.501299
0.20,25,148,0.395498,170,0.048669,-0.172524,0.040382,0.825783,0.456105
0.20,25,148,0.395498,171,-0.215656,0.335813,0.087406,0.831285,0.468782
0.20,25,148,0.395498,172,0.825535,0.421256,0.359293,0.449907,0.352925
0.20,25,148,0.395498,173,-0.178535,0.113923,-0.033777,0.815979,0.539584
0.20,25,148,0.395498,174,-0.287752,0.262426,0.081832,0.824827,0.512615
0.20,25,148,0.395498,175,0.262129,0.257316,0.144207,0.815477,0.452588
0.20,25,148,0.395498,176,-0.305932,0.842767,-0.253424,0.825395,0.498297
0.20,25,148,0.395498,177,0.194422,0.005991,0.191703,0.834985,0.492653
0.20,25,148,0.395498,178,0.252778,0.240245,0.213829,0.827572,0.503397
0.20,25,148,0.395498,179,0.094408,-0.122222,-0.148654,0.808759,0.519256
0.20,25,148,0.395498,180,-0.025668,0.171990,0.242733,0.837539,0.651776
0.20,25,148,0.395498,181,0.328381,0.339514,0.682675,0.825898,0.496251
0.20,25,148,0.395498,182,0.281245,0.060935,0.105923,0.822375,0.443276
0.20,25,148,0.395498,183,0.260813,0.142074,0.175434,0.818986,0.444747
0.20,25,148,0.395498,184,0.088942,0.838117,0.084921,0.820842,0.402286
0.20,25,148,0.395498,185,0.051907,0.164738,0.119999,0.841765,0.495809
0.20,25,148,0.395498,186,0.270002,0.064816,0.052641,0.821517,0.452629
0.20,25,148,0.395498,187,0.050985,0.817892,0.042862,0.819073,0.433414
0.20,25,148,0.395498,188,0.308721,0.698055,0.284805,0.818458,0.431680
0.20,25,148,0.395498,189,-0.118657,0.299786,-0.132281,0.829665,0.677749
0.20,25,148,0.395498,190,0.382701,0.372891,0.665494,0.826023,0.471218
0.20,25,148,0.395498,191,0.122229,-0.179433,0.012686,0.826432,0.476277
0.20,25,148,0.395498,192,0.204998,-0.236943,-0.215368,0.830840,0.584109
0.20,25,148,0.395498,193,0.604709,0.124885,0.027032,0.639244,0.502531
0.20,25,148,0.395498,194,0.021342,-0.189345,-0.155262,0.819787,0.542504
0.20,25,148,0.395498,195,0.165228,0.053900,0.082144,0.828155,0.612778
0.20,25,148,0.395498,196,0.076917,-0.152402,-0.016511,0.811802,0.545991
0.20,25,148,0.395498,197,-0.215069,0.008305,0.148291,0.811644,0.548871
0.20,25,148,0.395498,198,0.032204,-0.134635,0.135262,0.827316,0.564645
0.20,25,148,0.395498,199,-0.093679,0.471580,-0.048691,0.825806,0.720517
0.20,25,148,0.395498,200,0.056367,-0.056415,0.021279,0.822594,0.514900
0.20,25,148,0.439055,1,0.239006,0.205611,0.106796,0.810425,0.540895
0.20,25,148,0.439055,2,-0.097391,-0.023244,-0.075790,0.812820,0.565792
0.20,25,148,0.439055,3,0.055236,-0.140836,0.048900,0.801145,0.463435
0.20,25,148,0.439055,4,0.091417,0.104691,-0.047473,0.808332,0.537386
0.20,25,148,0.439055,5,-0.041133,-0.204382,0.169658,0.803465,0.443535
0.20,25,148,0.439055,6,-0.072205,0.110674,0.111531,0.795329,0.533986
0.20,25,148,0.439055,7,-0.205456,0.808728,-0.163375,0.812577,0.540755
0.20,25,148,0.439055,8,0.044958,0.116394,0.112051,0.815185,0.530059
0.20,25,148,0.439055,9,0.262838,0.107665,-0.030697,0.783523,0.530797
0.20,25,148,0.439055,10,-0.085628,-0.069530,-0.043681,0.816436,0.543938
0.20,25,148,0.439055,11,-0.013000,0.210311,0.050839,0.792812,0.362147
