# N=500  K=10000  N_REFRESH=100  betanet=1.0  generated=2026-06-01T11:33:01.514
alpha,T,disorder,phi_a,phi_b,q12,phi_max_other
0.700,0.07499,6,0.277189,0.270752,0.015330,0.866465
0.700,0.07499,7,0.284613,0.290900,0.091688,0.866497
0.700,0.07499,8,0.334601,0.318993,0.072273,0.866557
0.700,0.07499,9,0.289468,0.315337,0.083940,0.866450
0.700,0.07499,10,0.252922,0.283299,0.059547,0.866446
0.700,0.07499,11,0.294277,0.323175,0.101480,0.866494
0.700,0.07499,12,0.262109,0.275244,0.044757,0.866533
0.700,0.08899,1,0.159415,0.225181,0.068005,0.866354
0.700,0.08899,2,0.116725,0.169765,0.027057,0.866502
0.700,0.08899,3,0.185846,0.251002,0.044783,0.866542
0.700,0.08899,4,0.158384,0.117258,0.075580,0.866453
0.700,0.08899,5,0.217676,0.234796,0.023988,0.866507
0.700,0.08899,6,0.232853,0.251760,0.051994,0.866448
0.700,0.08899,7,0.192419,0.178980,-0.008308,0.866468
0.700,0.08899,8,0.219176,0.166228,0.008151,0.866636
0.700,0.08899,9,0.234665,0.224807,0.116388,0.866563
0.700,0.08899,10,0.185387,0.261000,0.023064,0.866471
0.700,0.08899,11,0.176868,0.253671,0.037658,0.866474
0.700,0.08899,12,0.176794,0.191905,0.078919,0.866437
0.700,0.10299,1,0.114327,0.183130,0.004495,0.866407
0.700,0.10299,2,0.116577,0.072833,0.055354,0.866462
0.700,0.10299,3,0.158214,0.068330,-0.007535,0.866480
0.700,0.10299,4,0.174979,0.094844,0.058470,0.866414
0.700,0.10299,5,0.089896,0.087191,0.035397,0.866403
0.700,0.10299,6,0.086861,0.089346,-0.022812,0.866371
0.700,0.10299,7,0.183490,0.089275,0.015852,0.866341
0.700,0.10299,8,0.061253,0.021234,-0.044160,0.866433
0.700,0.10299,9,0.171772,0.096605,-0.004945,0.866392
0.700,0.10299,10,0.151184,0.116964,-0.026203,0.866407
0.700,0.10299,11,0.138889,0.091049,-0.011794,0.866438
0.700,0.10299,12,0.078743,0.082692,0.016304,0.866367
0.700,0.11699,1,0.005028,0.121906,-0.046642,0.866245
0.700,0.11699,2,0.032322,-0.006718,-0.065855,0.866372
0.700,0.11699,3,0.075097,0.011423,-0.063762,0.866391
0.700,0.11699,4,0.064641,0.037801,-0.000723,0.866382
0.700,0.11699,5,0.034628,0.034489,-0.082362,0.866282
0.700,0.11699,6,0.036333,0.068171,-0.078711,0.866290
0.700,0.11699,7,-0.015019,-0.009508,-0.047214,0.866294
0.700,0.11699,8,0.003217,0.092808,0.025450,0.866460
0.700,0.11699,9,0.017778,0.114107,-0.020874,0.866261
0.700,0.11699,10,0.042583,0.049788,-0.052147,0.866394
0.700,0.11699,11,0.046006,0.077285,0.055305,0.866352
0.700,0.11699,12,-0.050137,0.070307,0.006845,0.866342
0.700,0.13099,1,0.070890,0.003574,0.014077,0.866125
0.700,0.13099,2,0.021017,-0.016385,0.065991,0.866223
0.700,0.13099,3,0.007400,-0.018018,0.013282,0.866121
0.700,0.13099,4,-0.030855,-0.023008,-0.067656,0.866144
0.700,0.13099,5,0.017160,0.080134,0.024980,0.866178
0.700,0.13099,6,0.052924,0.036358,0.005272,0.866116
0.700,0.13099,7,0.077654,0.051001,-0.004763,0.866183
0.700,0.13099,8,0.007005,0.043405,-0.018212,0.866208
0.700,0.13099,9,0.018437,-0.037058,0.079376,0.866145
0.700,0.13099,10,0.016731,0.002389,0.009611,0.866256
0.700,0.13099,11,0.027346,-0.022161,0.010784,0.866166
0.700,0.13099,12,0.029267,0.040402,0.009806,0.866157
0.700,0.14499,1,-0.034805,0.018166,0.002895,0.865907
0.700,0.14499,2,-0.057176,-0.005629,-0.032799,0.865964
0.700,0.14499,3,-0.002363,0.027145,-0.029346,0.865933
0.700,0.14499,4,0.050661,0.001854,0.018285,0.866047
0.700,0.14499,5,-0.027439,0.038843,0.024372,0.865947
0.700,0.14499,6,0.061616,-0.028133,0.019721,0.865949
0.700,0.14499,7,-0.047283,0.031148,-0.026518,0.865942
0.700,0.14499,8,0.017187,0.089467,0.096327,0.865914
0.700,0.14499,9,0.004280,0.098144,-0.023902,0.865990
0.700,0.14499,10,0.045285,0.028801,-0.005944,0.866040
0.700,0.14499,11,0.032814,0.055956,-0.031184,0.865970
0.700,0.14499,12,0.025800,-0.043512,0.021524,0.865960
0.700,0.15898,1,-0.044111,-0.050474,-0.005109,0.865677
0.700,0.15898,2,-0.006491,-0.018907,-0.017137,0.865662
0.700,0.15898,3,0.023509,-0.015911,-0.001787,0.865601
0.700,0.15898,4,0.031867,0.048623,-0.004147,0.865650
0.700,0.15898,5,-0.023744,-0.051319,0.033682,0.865614
0.700,0.15898,6,0.065895,0.027384,0.042049,0.865645
0.700,0.15898,7,-0.019935,0.018422,-0.054353,0.865818
0.700,0.15898,8,0.026847,0.001705,-0.003180,0.865766
0.700,0.15898,9,0.002897,0.054312,0.000185,0.865613
0.700,0.15898,10,-0.010203,-0.060317,0.011374,0.865621
0.700,0.15898,11,-0.012864,0.041390,0.015850,0.865689
0.700,0.15898,12,0.037012,-0.021507,0.033809,0.865604
0.700,0.17298,1,-0.033113,0.022295,-0.026439,0.865307
0.700,0.17298,2,0.041156,0.038081,-0.028761,0.865305
0.700,0.17298,3,-0.008470,0.008424,-0.014165,0.865273
0.700,0.17298,4,-0.027831,0.009785,-0.048707,0.865164
0.700,0.17298,5,0.021040,-0.015003,-0.001386,0.865229
0.700,0.17298,6,0.012280,-0.011043,0.026842,0.865295
0.700,0.17298,7,0.011599,-0.001052,-0.055472,0.865321
0.700,0.17298,8,0.064677,-0.052317,0.031629,0.865279
0.700,0.17298,9,-0.032184,0.007588,0.068025,0.865185
0.700,0.17298,10,-0.016806,-0.018416,0.038653,0.865248
0.700,0.17298,11,0.034171,-0.060774,-0.028591,0.865249
0.700,0.17298,12,0.018155,0.025715,0.060821,0.865278
0.700,0.18698,1,0.070477,-0.035157,-0.037583,0.864792
0.700,0.18698,2,-0.013324,-0.067320,0.019678,0.864876
0.700,0.18698,3,0.047243,-0.043463,-0.025335,0.864878
0.700,0.18698,4,-0.051784,-0.050594,-0.013272,0.864841
0.700,0.18698,5,0.029145,0.011699,-0.040351,0.864745
0.700,0.18698,6,-0.018537,-0.032495,-0.027776,0.864843
0.700,0.18698,7,0.021978,-0.059615,-0.018857,0.864810
0.700,0.18698,8,-0.011860,-0.089007,0.000927,0.864762
0.700,0.18698,9,0.029630,-0.033214,0.034188,0.864865
0.700,0.18698,10,-0.035739,0.012772,-0.017860,0.864925
0.700,0.18698,11,-0.016028,-0.040977,-0.012298,0.864827
0.700,0.18698,12,0.018034,0.066378,-0.024509,0.864805
0.700,0.20098,1,-0.044687,-0.000091,0.020263,0.864310
0.700,0.20098,2,0.044721,0.055374,-0.030122,0.864263
0.700,0.20098,3,-0.042841,0.012785,-0.024017,0.864255
0.700,0.20098,4,0.043106,0.017055,0.003802,0.864172
0.700,0.20098,5,-0.014449,0.007111,-0.021369,0.864225
0.700,0.20098,6,0.029978,-0.035395,0.014245,0.864165
0.700,0.20098,7,0.028815,-0.025804,-0.031280,0.864319
0.700,0.20098,8,-0.026033,0.010054,0.005461,0.864322
0.700,0.20098,9,0.032805,0.001144,-0.019664,0.864395
0.700,0.20098,10,-0.006981,-0.049109,0.022444,0.864258
0.700,0.20098,11,-0.002049,-0.037781,0.012280,0.864345
0.700,0.20098,12,0.014458,0.037977,0.034625,0.864411
0.700,0.21498,1,-0.010986,-0.042722,0.020954,0.863567
0.700,0.21498,2,0.001414,0.002681,0.005596,0.863651
0.700,0.21498,3,0.002847,0.039839,-0.044088,0.863580
0.700,0.21498,4,-0.029362,0.048851,-0.033332,0.863600
0.700,0.21498,5,0.000497,-0.007952,-0.005403,0.863565
0.700,0.21498,6,-0.028093,-0.045804,0.033857,0.863629
0.700,0.21498,7,0.017488,0.006442,0.020777,0.863651
0.700,0.21498,8,-0.043159,-0.045625,0.030674,0.863671
0.700,0.21498,9,0.037679,0.012854,0.012834,0.863636
0.700,0.21498,10,0.037407,-0.001968,0.031872,0.863651
0.700,0.21498,11,0.007189,-0.097052,-0.009931,0.863671
0.700,0.21498,12,-0.004291,-0.008089,-0.011276,0.863696
0.700,0.22898,1,0.007664,-0.028176,0.027593,0.862891
0.700,0.22898,2,-0.034698,-0.007425,0.020983,0.862913
0.700,0.22898,3,0.003236,-0.025035,0.007606,0.863028
0.700,0.22898,4,0.010392,-0.040109,0.046996,0.862822
0.700,0.22898,5,0.016040,-0.017347,-0.016298,0.862824
0.700,0.22898,6,-0.021370,-0.003574,0.013520,0.862906
0.700,0.22898,7,0.016929,-0.043594,-0.009204,0.862948
0.700,0.22898,8,-0.029088,0.015521,-0.015792,0.862920
0.700,0.22898,9,0.084062,-0.008925,0.024257,0.862948
0.700,0.22898,10,0.022529,0.005923,-0.020367,0.862913
0.700,0.22898,11,-0.038615,-0.040427,-0.007749,0.862758
0.700,0.22898,12,0.015430,-0.036626,0.025703,0.862886
0.700,0.24298,1,0.012432,0.003746,-0.013015,0.862071
0.700,0.24298,2,0.080621,-0.032458,0.057636,0.862053
0.700,0.24298,3,-0.006403,-0.012295,-0.016097,0.862207
0.700,0.24298,4,0.012581,0.008769,0.003254,0.862149
0.700,0.24298,5,-0.000081,0.005986,-0.004007,0.862084
0.700,0.24298,6,-0.001572,-0.005930,-0.005250,0.861918
0.700,0.24298,7,0.046260,-0.034605,-0.002033,0.862307
0.700,0.24298,8,0.027255,-0.000818,0.031043,0.862028
0.700,0.24298,9,-0.037964,-0.021321,0.000445,0.861929
0.700,0.24298,10,0.025696,0.001197,-0.014904,0.862126
0.700,0.24298,11,0.050870,-0.006369,-0.027359,0.862039
0.700,0.24298,12,-0.002182,0.040345,0.024415,0.862120
0.700,0.25697,1,-0.038763,0.014381,0.040149,0.861216
0.700,0.25697,2,0.016462,0.035160,-0.008698,0.861026
0.700,0.25697,3,-0.010785,-0.008526,-0.011244,0.861224
0.700,0.25697,4,0.011880,-0.052180,0.036706,0.861306
0.700,0.25697,5,0.015586,0.007422,0.003428,0.861085
0.700,0.25697,6,0.024912,0.006707,-0.019979,0.861296
0.700,0.25697,7,-0.020042,0.067501,-0.014806,0.861140
0.700,0.25697,8,0.046840,-0.028665,-0.004465,0.861312
0.700,0.25697,9,-0.013288,-0.012796,0.025153,0.861205
0.700,0.25697,10,-0.020827,-0.003843,-0.057869,0.861102
0.700,0.25697,11,0.009394,0.027434,0.009040,0.861175
0.700,0.25697,12,0.036698,0.056630,0.015600,0.861171
0.700,0.27097,1,0.033057,-0.016554,-0.015445,0.860059
0.700,0.27097,2,0.020983,0.028863,-0.010132,0.860159
0.700,0.27097,3,-0.050184,-0.027738,0.005777,0.860051
0.700,0.27097,4,-0.026301,-0.002625,-0.030626,0.860153
0.700,0.27097,5,-0.049433,0.031747,0.004306,0.860191
0.700,0.27097,6,0.028975,0.025256,0.046817,0.859963
0.700,0.27097,7,-0.035319,-0.044903,0.071538,0.860398
0.700,0.27097,8,0.016273,0.005307,-0.006044,0.860041
0.700,0.27097,9,-0.007056,-0.047507,-0.018853,0.860086
0.700,0.27097,10,-0.018005,0.000520,-0.032710,0.860137
0.700,0.27097,11,-0.002044,-0.008616,-0.008173,0.860341
0.700,0.27097,12,0.016448,0.027391,0.003875,0.860156
0.750,0.00500,1,0.994304,0.994444,0.988934,0.880112
0.750,0.00500,2,0.994868,0.994764,0.989855,0.880059
0.750,0.00500,3,0.994506,0.994635,0.988719,0.880109
0.750,0.00500,4,0.994429,0.995286,0.989432,0.880160
0.750,0.00500,5,0.995070,0.994403,0.989449,0.880054
0.750,0.00500,6,0.995046,0.994590,0.989211,0.880103
0.750,0.00500,7,0.994712,0.994947,0.989263,0.880012
0.750,0.00500,8,0.995127,0.994787,0.990304,0.880048
0.750,0.00500,9,0.994313,0.994072,0.989241,0.880068
0.750,0.00500,10,0.994276,0.994567,0.988943,0.880083
0.750,0.00500,11,0.995415,0.994597,0.989276,0.880089
0.750,0.01743,1,0.936543,0.938273,0.872431,0.880038
0.750,0.01743,2,0.942214,0.937634,0.877069,0.880121
0.750,0.01743,3,0.938439,0.931591,0.877113,0.880119
0.750,0.01743,4,0.933305,0.937623,0.878432,0.880126
0.750,0.01743,5,0.943062,0.940337,0.886686,0.880066
0.750,0.01743,6,0.945189,0.932084,0.878504,0.880093
0.750,0.01743,7,0.929768,0.949529,0.882604,0.880103
0.750,0.01743,8,0.935181,0.940053,0.876253,0.880175
0.750,0.01743,9,0.934195,0.944318,0.884724,0.879939
0.750,0.01743,10,0.935249,0.930992,0.882028,0.880094
0.750,0.01743,11,0.938916,0.938626,0.880562,0.880163
0.750,0.02986,1,0.824256,0.819716,0.696784,0.880071
0.750,0.02986,2,0.813805,0.810685,0.642919,0.880054
0.750,0.02986,3,0.813548,0.837451,0.687237,0.880091
0.750,0.02986,4,0.829584,0.825847,0.691174,0.880064
0.750,0.02986,5,0.821085,0.835564,0.707746,0.880230
0.750,0.02986,6,0.815354,0.826035,0.676729,0.880136
0.750,0.02986,7,0.833008,0.825862,0.663217,0.880107
0.750,0.02986,8,0.844611,0.839490,0.708223,0.880000
0.750,0.02986,9,0.820411,0.837371,0.681933,0.880087
0.750,0.02986,10,0.832809,0.819566,0.687164,0.880059
0.750,0.02986,11,0.830967,0.815484,0.677415,0.880098
0.750,0.04229,1,0.687222,0.713960,0.505705,0.880112
0.750,0.04229,2,0.654266,0.689266,0.477326,0.879997
0.750,0.04229,3,0.699002,0.673720,0.472698,0.880073
0.750,0.04229,4,0.647855,0.670459,0.426513,0.879985
0.750,0.04229,5,0.681035,0.676947,0.495419,0.880078
0.750,0.04229,6,0.698645,0.683100,0.485810,0.880123
0.750,0.04229,7,0.688121,0.683802,0.482892,0.880154
0.750,0.04229,8,0.705618,0.700082,0.521632,0.880084
0.750,0.04229,9,0.674132,0.712635,0.467903,0.880087
0.750,0.04229,10,0.688157,0.674408,0.442632,0.880109
0.750,0.04229,11,0.677054,0.668522,0.473457,0.880057
0.750,0.05472,1,0.571918,0.515966,0.297559,0.880002
0.750,0.05472,2,0.539762,0.530254,0.237838,0.880139
0.750,0.05472,3,0.506203,0.524244,0.249454,0.880014
0.750,0.05472,4,0.566725,0.533192,0.366045,0.880014
0.750,0.05472,5,0.514149,0.528234,0.301843,0.880077
0.750,0.05472,6,0.548032,0.535938,0.306281,0.880068
0.750,0.05472,7,0.502713,0.562780,0.297336,0.880024
0.750,0.05472,8,0.548242,0.528719,0.314236,0.879969
0.750,0.05472,9,0.536322,0.533311,0.295736,0.880195
0.750,0.05472,10,0.530211,0.556502,0.336006,0.880091
0.750,0.05472,11,0.542527,0.511782,0.282754,0.880083
0.750,0.06715,1,0.416048,0.335514,0.130285,0.880060
0.750,0.06715,2,0.426825,0.333428,0.151383,0.880003
0.750,0.06715,3,0.399383,0.347068,0.150557,0.880056
0.750,0.06715,4,0.390898,0.342829,0.147016,0.880107
0.750,0.06715,5,0.393812,0.432029,0.216722,0.880104
0.750,0.06715,6,0.384073,0.370459,0.111761,0.880062
0.750,0.06715,7,0.329803,0.414753,0.124361,0.880069
0.750,0.06715,8,0.293667,0.306489,0.083155,0.880043
0.750,0.06715,9,0.381667,0.384978,0.183337,0.880001
0.750,0.06715,10,0.383190,0.399693,0.135301,0.880127
0.750,0.06715,11,0.393989,0.380954,0.178315,0.880036
0.750,0.07958,1,0.294105,0.311595,0.089348,0.880019
0.750,0.07958,2,0.212535,0.198184,0.092944,0.880092
0.750,0.07958,3,0.220576,0.247891,0.011487,0.880065
0.750,0.07958,4,0.271954,0.242574,0.102084,0.880060
0.750,0.07958,5,0.293199,0.252213,0.063969,0.880167
0.750,0.07958,6,0.236304,0.237777,0.100666,0.880036
0.750,0.07958,7,0.254972,0.328697,0.115433,0.880038
0.750,0.07958,8,0.332313,0.238673,0.012105,0.880096
0.750,0.07958,9,0.337743,0.336573,0.118989,0.880096
0.750,0.07958,10,0.254913,0.257856,0.090891,0.880042
0.750,0.07958,11,0.273149,0.272532,0.060981,0.880047
0.750,0.09201,1,0.165048,0.205317,0.069700,0.880026
0.750,0.09201,2,0.144973,0.142416,0.001157,0.880018
0.750,0.09201,3,0.118731,0.159847,-0.027034,0.880044
0.750,0.09201,4,0.138820,0.195723,0.108937,0.880088
0.750,0.09201,5,0.138320,0.121640,0.045760,0.880035
0.750,0.09201,6,0.235641,0.121384,0.032067,0.880055
0.750,0.09201,7,0.161270,0.259236,0.032060,0.880145
0.750,0.09201,8,0.207072,0.092583,-0.020248,0.880015
0.750,0.09201,9,0.231020,0.170748,-0.029013,0.880064
0.750,0.09201,10,0.188201,0.133102,-0.004757,0.880050
0.750,0.09201,11,0.102203,0.191359,0.049681,0.880075
0.750,0.10444,1,0.087058,0.112264,0.005972,0.879967
0.750,0.10444,2,0.052553,0.103367,-0.050792,0.879974
0.750,0.10444,3,0.036794,0.018683,-0.036388,0.880024
0.750,0.10444,4,0.137016,0.085620,-0.047853,0.880019
0.750,0.10444,5,0.174513,0.056573,-0.011473,0.879989
0.750,0.10444,6,0.080098,0.137267,-0.056018,0.879978
0.750,0.10444,7,0.087414,0.103525,-0.004057,0.879891
0.750,0.10444,8,0.174376,0.080647,0.076900,0.879954
0.750,0.10444,9,0.134120,0.085802,0.019610,0.879985
0.750,0.10444,10,0.088477,0.122955,0.076071,0.879931
0.750,0.10444,11,0.108706,0.137514,0.021442,0.880011
0.750,0.11687,1,0.058299,0.162689,-0.010477,0.879919
0.750,0.11687,2,0.083261,0.099315,-0.022689,0.879871
0.750,0.11687,3,0.043577,0.046412,-0.008065,0.879914
0.750,0.11687,4,0.071211,0.022329,-0.019100,0.879812
0.750,0.11687,5,0.002236,0.052280,-0.016748,0.879826
0.750,0.11687,6,0.107457,0.079327,0.009309,0.879868
0.750,0.11687,7,0.028506,0.021206,0.013911,0.879847
0.750,0.11687,8,0.027909,0.057557,-0.005722,0.879783
0.750,0.11687,9,0.031155,0.106074,0.003424,0.879918
0.750,0.11687,10,0.000451,0.084066,0.043095,0.879852
0.750,0.11687,11,0.103041,0.153789,0.015338,0.879927
0.750,0.12930,1,0.042348,0.040155,-0.042586,0.879699
0.750,0.12930,2,0.030410,0.017769,0.051026,0.879770
0.750,0.12930,3,0.037718,0.002129,-0.015128,0.879658
0.750,0.12930,4,0.014187,0.023812,0.008536,0.879723
0.750,0.12930,5,0.018489,-0.004723,0.059603,0.879772
0.750,0.12930,6,-0.005344,0.018297,-0.011103,0.879755
0.750,0.12930,7,-0.000083,0.038244,-0.047477,0.879782
0.750,0.12930,8,-0.029630,0.041103,-0.063175,0.879699
0.750,0.12930,9,-0.050775,0.073617,-0.035926,0.879670
0.750,0.12930,10,0.013871,-0.028859,0.024228,0.879728
0.750,0.12930,11,-0.042465,0.092908,-0.004672,0.879747
0.750,0.14173,1,0.061250,-0.006218,-0.005674,0.879425
0.750,0.14173,2,0.036996,0.091749,0.004375,0.879466
0.750,0.14173,3,0.062028,0.019932,-0.014214,0.879557
0.750,0.14173,4,0.020411,-0.027240,-0.025377,0.879528
0.750,0.14173,5,-0.007220,-0.013684,0.007777,0.879514
0.750,0.14173,6,0.035554,0.007442,0.044372,0.879539
0.750,0.14173,7,-0.053791,-0.074029,-0.053415,0.879466
0.750,0.14173,8,0.056885,-0.027630,0.041684,0.879509
0.750,0.14173,9,0.050819,0.026763,-0.062162,0.879513
0.750,0.14173,10,0.013843,0.041747,0.018656,0.879468
0.750,0.14173,11,-0.010965,-0.030254,-0.059999,0.879503
0.750,0.15416,1,0.045625,0.020926,-0.051192,0.879159
0.750,0.15416,2,0.055651,0.035905,-0.004002,0.879175
0.750,0.15416,3,-0.068848,-0.055936,0.026549,0.879192
0.750,0.15416,4,0.042404,0.003023,0.000866,0.879244
0.750,0.15416,5,-0.024193,-0.030818,0.005986,0.879256
0.750,0.15416,6,0.036613,0.017135,0.005720,0.879265
0.750,0.15416,7,0.003147,0.088777,0.023650,0.879156
0.750,0.15416,8,0.034717,0.042624,-0.001703,0.879120
0.750,0.15416,9,0.077523,0.083095,0.035353,0.879254
0.750,0.15416,10,-0.005687,-0.070004,0.005759,0.879187
0.750,0.15416,11,-0.015525,0.102418,0.006375,0.879250
0.750,0.16659,1,-0.059343,-0.009605,-0.025941,0.878851
0.750,0.16659,2,0.005046,0.020303,-0.025494,0.878947
0.750,0.16659,3,-0.066131,0.014329,-0.016510,0.878848
0.750,0.16659,4,0.064907,0.052378,0.039687,0.878900
0.750,0.16659,5,-0.021792,0.032544,0.016454,0.878893
0.750,0.16659,6,-0.062057,0.011897,0.003279,0.878847
0.750,0.16659,7,0.066440,0.026110,-0.007995,0.878926
0.750,0.16659,8,0.029886,-0.037360,-0.002702,0.878835
0.750,0.16659,9,0.036076,0.040239,-0.005614,0.878982
0.750,0.16659,10,0.009686,0.036909,0.038896,0.878827
0.750,0.16659,11,-0.034419,0.024915,-0.040811,0.878788
0.750,0.17902,1,0.026166,0.018892,0.031490,0.878417
0.750,0.17902,2,-0.011899,0.031490,-0.015204,0.878433
0.750,0.17902,3,0.005215,-0.016289,-0.007160,0.878400
0.750,0.17902,4,0.059578,-0.036537,0.041065,0.878303
0.750,0.17902,5,0.005915,-0.030783,-0.015975,0.878585
0.750,0.17902,6,0.024043,-0.033769,-0.001499,0.878492
0.750,0.17902,7,0.077192,-0.050208,0.010726,0.878577
0.750,0.17902,8,0.058435,0.001918,-0.003466,0.878355
0.750,0.17902,9,-0.054906,-0.008303,-0.008156,0.878415
0.750,0.17902,10,0.013404,-0.005235,0.001724,0.878462
0.750,0.17902,11,-0.009147,0.055095,0.003907,0.878492
0.750,0.19145,1,-0.013128,-0.048466,-0.014473,0.877924
0.750,0.19145,2,0.037243,-0.039932,-0.023770,0.878110
0.750,0.19145,3,0.004928,-0.011384,0.004676,0.877937
0.750,0.19145,4,0.074206,-0.053365,0.043597,0.878026
0.750,0.19145,5,0.009480,-0.073294,0.017965,0.877930
0.750,0.19145,6,-0.076780,-0.034661,-0.002363,0.877968
0.750,0.19145,7,0.059681,0.034777,0.028897,0.877812
0.750,0.19145,8,0.017151,-0.028345,0.043267,0.877902
0.750,0.19145,9,-0.018097,0.034533,0.018457,0.877961
0.750,0.19145,10,-0.045591,-0.018752,0.022261,0.877984
0.750,0.19145,11,0.034594,-0.078494,-0.010020,0.877966
0.750,0.20388,1,-0.020573,-0.061953,-0.013562,0.877391
0.750,0.20388,2,-0.010428,-0.024094,-0.008827,0.877334
0.750,0.20388,3,0.008195,0.018939,0.016113,0.877340
0.750,0.20388,4,0.024321,-0.023257,0.003361,0.877399
0.750,0.20388,5,0.005366,0.036243,0.000379,0.877467
0.750,0.20388,6,0.025398,0.026027,-0.008691,0.877537
0.750,0.20388,7,-0.067516,-0.038813,-0.033350,0.877364
0.750,0.20388,8,0.012687,0.026432,-0.016131,0.877332
0.750,0.20388,9,-0.024979,-0.040713,-0.017507,0.877410
0.750,0.20388,10,0.006630,0.026321,-0.027857,0.877356
0.750,0.20388,11,-0.056577,-0.043772,0.014413,0.877407
0.750,0.21631,1,0.024159,0.017692,0.038823,0.876701
0.750,0.21631,2,-0.014809,0.029434,-0.029033,0.876592
0.750,0.21631,3,0.062654,0.024799,-0.024570,0.876790
0.750,0.21631,4,-0.033957,0.004565,-0.061140,0.876672
0.750,0.21631,5,-0.028016,-0.020408,0.004084,0.876766
0.750,0.21631,6,-0.010961,-0.006085,-0.017221,0.876857
0.750,0.21631,7,-0.018708,-0.044361,-0.006558,0.876810
0.750,0.21631,8,0.000781,-0.028875,-0.019336,0.876693
0.750,0.21631,9,-0.010704,-0.009851,0.016883,0.876810
0.750,0.21631,10,-0.003025,-0.017956,0.053616,0.876815
0.750,0.21631,11,0.034924,0.048626,-0.011550,0.876866
0.750,0.22874,1,-0.033593,-0.006685,-0.038477,0.876050
0.750,0.22874,2,-0.034838,-0.038194,-0.042326,0.876069
0.750,0.22874,3,0.004819,-0.032562,-0.037922,0.876146
0.750,0.22874,4,-0.048333,0.041647,0.034454,0.876068
0.750,0.22874,5,-0.042654,-0.024116,-0.028276,0.876019
0.750,0.22874,6,-0.062620,0.016431,0.009784,0.876035
0.750,0.22874,7,-0.011653,0.038616,-0.007480,0.875908
0.750,0.22874,8,-0.038182,-0.020378,-0.021946,0.876240
0.750,0.22874,9,0.001714,0.017600,-0.012170,0.876067
0.750,0.22874,10,0.004834,-0.010304,-0.021101,0.875957
0.750,0.22874,11,-0.003795,0.038178,-0.001221,0.876106
0.750,0.24117,1,0.006906,-0.027050,0.006447,0.875219
0.750,0.24117,2,0.089884,0.034163,0.019793,0.875364
0.750,0.24117,3,-0.028138,-0.032648,-0.013167,0.875240
0.750,0.24117,4,0.014606,0.022904,-0.021761,0.875390
0.750,0.24117,5,0.042771,0.003918,-0.021139,0.875356
0.750,0.24117,6,-0.023865,0.040975,0.005595,0.875294
0.750,0.24117,7,-0.004454,0.034697,-0.030071,0.875316
0.750,0.24117,8,-0.012750,0.079569,-0.047247,0.875395
0.750,0.24117,9,0.002328,-0.012920,-0.007390,0.875281
0.750,0.24117,10,0.026027,-0.071552,-0.025312,0.875325
0.750,0.24117,11,-0.011136,-0.004680,0.000637,0.875194
0.800,0.00500,1,0.995085,0.994801,0.990896,0.892066
0.800,0.00500,2,0.994556,0.994386,0.989238,0.892237
0.800,0.00500,3,0.994909,0.994929,0.990491,0.892243
0.800,0.00500,4,0.995192,0.994191,0.988689,0.892274
0.800,0.00500,5,0.994741,0.993978,0.988869,0.892298
0.800,0.00500,6,0.994669,0.994162,0.988595,0.892196
0.800,0.00500,7,0.994542,0.994836,0.989422,0.892220
0.800,0.00500,8,0.994936,0.994519,0.990001,0.892178
0.800,0.00500,9,0.994758,0.994916,0.989694,0.892204
0.800,0.00500,10,0.994300,0.994497,0.988675,0.892292
0.800,0.01606,1,0.947033,0.944221,0.899182,0.892162
0.800,0.01606,2,0.946687,0.947160,0.905915,0.892255
0.800,0.01606,3,0.941259,0.946830,0.896937,0.892104
0.800,0.01606,4,0.951395,0.948051,0.912844,0.892214
0.800,0.01606,5,0.946949,0.947017,0.886759,0.892150
0.800,0.01606,6,0.951801,0.948999,0.887358,0.892265
0.800,0.01606,7,0.941335,0.945812,0.892917,0.892277
0.800,0.01606,8,0.942990,0.942927,0.892329,0.892146
0.800,0.01606,9,0.941458,0.943744,0.885870,0.892238
0.800,0.01606,10,0.945624,0.949413,0.891963,0.892165
0.800,0.02711,1,0.849024,0.858919,0.732455,0.892229
0.800,0.02711,2,0.868013,0.843409,0.727828,0.892222
0.800,0.02711,3,0.845385,0.846473,0.709476,0.892287
0.800,0.02711,4,0.857382,0.868292,0.745167,0.892187
0.800,0.02711,5,0.845239,0.849347,0.729044,0.892188
0.800,0.02711,6,0.843746,0.853260,0.728501,0.892241
0.800,0.02711,7,0.852773,0.854816,0.729587,0.892186
0.800,0.02711,8,0.839954,0.865299,0.716132,0.892371
0.800,0.02711,9,0.870500,0.860242,0.752808,0.892208
0.800,0.02711,10,0.870828,0.855199,0.734327,0.892151
0.800,0.03817,1,0.713789,0.710242,0.536009,0.892202
0.800,0.03817,2,0.713792,0.742882,0.540962,0.892166
0.800,0.03817,3,0.732291,0.733891,0.550759,0.892247
0.800,0.03817,4,0.742615,0.694101,0.498909,0.892285
0.800,0.03817,5,0.716011,0.713203,0.508030,0.892292
0.800,0.03817,6,0.715230,0.742299,0.523256,0.892241
0.800,0.03817,7,0.738904,0.704214,0.512291,0.892157
0.800,0.03817,8,0.722121,0.727132,0.522259,0.892262
0.800,0.03817,9,0.746551,0.734105,0.562308,0.892329
0.800,0.03817,10,0.723064,0.743566,0.530544,0.892265
0.800,0.04923,1,0.606451,0.599025,0.340804,0.892181
