# generator=basin_stab_LSE_semismart_AAAI_Nramp.jl  M_TARGET=4.4e+07  K_TARGET=30000  N_FLOOR=12  betanet=1.0
# N_EQ=32768  N_SAMP=8192  N_DIS_TARGET=64  MEM_BUDGET_GB=40.0  generated=2026-06-07T13:48:36.518
alpha,T,N_used,K_retained,disorder,phi_a,phi_b,q12,phi_max_retained
0.340,0.13500,52,30158,56,0.936078,0.935052,0.877065,0.679769
0.340,0.13500,52,30232,57,0.937301,0.936750,0.877199,0.679364
0.340,0.13500,52,29937,58,0.937302,0.933756,0.869838,0.697956
0.340,0.13500,52,30047,59,0.939421,0.940042,0.882418,0.693387
0.340,0.13500,52,29991,60,0.932290,0.932997,0.868545,0.683372
0.340,0.13500,52,29801,61,0.931223,0.938711,0.878446,0.677131
0.340,0.13500,52,29982,62,0.934314,0.935753,0.876651,0.667588
0.340,0.13500,52,29992,63,0.937049,0.931897,0.874565,0.675695
0.340,0.13500,52,30181,64,0.938015,0.938816,0.879200,0.674333
0.340,0.14500,52,30246,1,0.931635,0.935104,0.866169,0.683937
0.340,0.14500,52,29761,2,0.930757,0.931817,0.864901,0.671384
0.340,0.14500,52,30057,3,0.931611,0.933537,0.873114,0.670008
0.340,0.14500,52,29923,4,0.932747,0.932175,0.868682,0.678032
0.340,0.14500,52,29801,5,0.931037,0.930754,0.864647,0.674526
0.340,0.14500,52,30029,6,0.929265,0.929408,0.866197,0.672791
0.340,0.14500,52,30176,7,0.926178,0.928723,0.859209,0.675298
0.340,0.14500,52,29796,8,0.928801,0.932918,0.863389,0.676686
0.340,0.14500,52,29830,9,0.927106,0.927016,0.859892,0.669044
0.340,0.14500,52,29766,10,0.931560,0.929095,0.859320,0.679665
0.340,0.14500,52,30265,11,0.933606,0.930151,0.865370,0.684874
0.340,0.14500,52,30181,12,0.931310,0.929968,0.866109,0.678872
0.340,0.14500,52,29985,13,0.933832,0.939077,0.873024,0.672348
0.340,0.14500,52,30154,14,0.930458,0.931683,0.867147,0.670389
0.340,0.14500,52,30046,15,0.932162,0.929721,0.865372,0.685468
0.340,0.14500,52,29893,16,0.925170,0.929171,0.857215,0.683602
0.340,0.14500,52,30187,17,0.936321,0.937019,0.873530,0.678523
0.340,0.14500,52,29978,18,0.930350,0.932745,0.872428,0.674805
0.340,0.14500,52,29678,19,0.933626,0.930775,0.869369,0.679297
0.340,0.14500,52,29829,20,0.930472,0.931292,0.869037,0.682620
0.340,0.14500,52,29952,21,0.927854,0.928380,0.858332,0.680113
0.340,0.14500,52,30031,22,0.927707,0.931735,0.864334,0.674845
0.340,0.14500,52,29772,23,0.931143,0.931709,0.867310,0.669596
0.340,0.14500,52,29622,24,0.930585,0.935112,0.872236,0.685257
0.340,0.14500,52,29705,25,0.932401,0.930490,0.871420,0.674699
0.340,0.14500,52,30257,26,0.923638,0.930822,0.859017,0.687248
0.340,0.14500,52,30228,27,0.928907,0.928334,0.864133,0.683271
0.340,0.14500,52,30064,28,0.930047,0.931662,0.864408,0.673343
0.340,0.14500,52,29678,29,0.930728,0.929765,0.864576,0.680804
0.340,0.14500,52,30064,30,0.930552,0.931788,0.867432,0.674922
0.340,0.14500,52,30053,31,0.930780,0.933605,0.868426,0.674947
0.340,0.14500,52,29970,32,0.928212,0.933302,0.865717,0.689362
0.340,0.14500,52,29935,33,0.932998,0.928729,0.865922,0.681740
0.340,0.14500,52,30005,34,0.933588,0.932604,0.869199,0.668939
0.340,0.14500,52,29958,35,0.932622,0.932750,0.871673,0.673007
0.340,0.14500,52,30045,36,0.929348,0.930342,0.860452,0.675877
0.340,0.14500,52,30163,37,0.931629,0.934661,0.866877,0.673639
0.340,0.14500,52,30134,38,0.927043,0.932399,0.859839,0.675133
0.340,0.14500,52,30113,39,0.929722,0.932242,0.864572,0.675749
0.340,0.14500,52,29772,40,0.930842,0.934469,0.874745,0.676357
0.340,0.14500,52,30146,41,0.933676,0.933935,0.870687,0.676596
0.340,0.14500,52,30211,42,0.932822,0.931086,0.866166,0.698686
0.340,0.14500,52,30151,43,0.929523,0.929444,0.865881,0.691300
0.340,0.14500,52,30221,44,0.928971,0.928558,0.861396,0.678173
0.340,0.14500,52,30311,45,0.933202,0.930876,0.871530,0.674442
0.340,0.14500,52,30114,46,0.931542,0.932131,0.871324,0.670949
0.340,0.14500,52,29852,47,0.929677,0.930377,0.863770,0.683906
0.340,0.14500,52,29978,48,0.932026,0.931373,0.868480,0.672570
0.340,0.14500,52,29988,49,0.930041,0.929641,0.863773,0.692502
0.340,0.14500,52,29898,50,0.932423,0.932015,0.870602,0.676990
0.340,0.14500,52,30327,51,0.930746,0.931954,0.869895,0.677968
0.340,0.14500,52,29866,52,0.928127,0.931115,0.863896,0.673641
0.340,0.14500,52,29827,53,0.927843,0.932481,0.867930,0.680339
0.340,0.14500,52,30082,54,0.928081,0.929027,0.862926,0.677137
0.340,0.14500,52,29876,55,0.931060,0.932805,0.866435,0.671793
0.340,0.14500,52,30158,56,0.932786,0.928178,0.863728,0.675920
0.340,0.14500,52,30232,57,0.927160,0.932835,0.863848,0.675337
0.340,0.14500,52,29937,58,0.931499,0.928939,0.864368,0.695770
0.340,0.14500,52,30047,59,0.930926,0.929840,0.860546,0.689227
0.340,0.14500,52,29991,60,0.931135,0.932720,0.865548,0.680860
0.340,0.14500,52,29801,61,0.930910,0.934281,0.871923,0.682482
0.340,0.14500,52,29982,62,0.936070,0.934706,0.876464,0.671436
0.340,0.14500,52,29992,63,0.928113,0.930555,0.866189,0.677812
0.340,0.14500,52,30181,64,0.932917,0.933397,0.870027,0.678630
0.340,0.15500,52,30246,1,0.926637,0.932945,0.868326,0.686258
0.340,0.15500,52,29761,2,0.921924,0.923189,0.851460,0.672302
0.340,0.15500,52,30057,3,0.926084,0.925255,0.857882,0.673357
0.340,0.15500,52,29923,4,0.924465,0.926980,0.861216,0.683547
0.340,0.15500,52,29801,5,0.925335,0.919898,0.853022,0.674929
0.340,0.15500,52,30029,6,0.930154,0.929612,0.860049,0.681053
0.340,0.15500,52,30176,7,0.928138,0.925763,0.862905,0.676157
0.340,0.15500,52,29796,8,0.927146,0.930723,0.863924,0.681564
0.340,0.15500,52,29830,9,0.925529,0.929623,0.865236,0.672329
0.340,0.15500,52,29766,10,0.928061,0.928535,0.860296,0.678895
0.340,0.15500,52,30265,11,0.931502,0.924855,0.861998,0.692454
0.340,0.15500,52,30181,12,0.927428,0.922721,0.855429,0.675882
0.340,0.15500,52,29985,13,0.927373,0.929396,0.866510,0.673521
0.340,0.15500,52,30154,14,0.926903,0.926404,0.854139,0.670413
0.340,0.15500,52,30046,15,0.927005,0.922792,0.854187,0.680692
0.340,0.15500,52,29893,16,0.931840,0.924319,0.861204,0.682409
0.340,0.15500,52,30187,17,0.926043,0.922465,0.849454,0.677392
0.340,0.15500,52,29978,18,0.927743,0.926794,0.859349,0.675695
0.340,0.15500,52,29678,19,0.929109,0.927249,0.862144,0.680850
0.340,0.15500,52,29829,20,0.925350,0.929542,0.858455,0.680743
0.340,0.15500,52,29952,21,0.923217,0.924866,0.851286,0.678501
0.340,0.15500,52,30031,22,0.926302,0.933302,0.862571,0.676624
0.340,0.15500,52,29772,23,0.925253,0.928367,0.863025,0.678158
0.340,0.15500,52,29622,24,0.927566,0.929107,0.858977,0.683479
0.340,0.15500,52,29705,25,0.927375,0.927779,0.860618,0.673988
0.340,0.15500,52,30257,26,0.928516,0.921096,0.851688,0.677987
0.340,0.15500,52,30228,27,0.928230,0.931026,0.863559,0.678115
0.340,0.15500,52,30064,28,0.927062,0.923986,0.855194,0.669373
0.340,0.15500,52,29678,29,0.923405,0.924847,0.853417,0.679374
0.340,0.15500,52,30064,30,0.922762,0.930174,0.854599,0.677459
0.340,0.15500,52,30053,31,0.926250,0.926316,0.859660,0.675599
0.340,0.15500,52,29970,32,0.929109,0.924659,0.861192,0.680706
0.340,0.15500,52,29935,33,0.929068,0.927472,0.863630,0.680606
0.340,0.15500,52,30005,34,0.928313,0.930265,0.864660,0.671920
0.340,0.15500,52,29958,35,0.920293,0.923806,0.843911,0.672445
0.340,0.15500,52,30045,36,0.926262,0.930949,0.861577,0.678963
0.340,0.15500,52,30163,37,0.926917,0.928625,0.859858,0.676244
0.340,0.15500,52,30134,38,0.927489,0.930932,0.864068,0.679569
0.340,0.15500,52,30113,39,0.926616,0.927225,0.858709,0.683388
0.340,0.15500,52,29772,40,0.927889,0.928317,0.872699,0.673621
0.340,0.15500,52,30146,41,0.922811,0.929715,0.855638,0.675720
0.340,0.15500,52,30211,42,0.928600,0.926023,0.864613,0.690543
0.340,0.15500,52,30151,43,0.925400,0.927757,0.860031,0.696512
0.340,0.15500,52,30221,44,0.926740,0.925599,0.857140,0.673649
0.340,0.15500,52,30311,45,0.924551,0.927824,0.855650,0.677110
0.340,0.15500,52,30114,46,0.926722,0.928158,0.855527,0.672205
0.340,0.15500,52,29852,47,0.926095,0.928549,0.856012,0.678123
0.340,0.15500,52,29978,48,0.925807,0.928093,0.859711,0.672169
0.340,0.15500,52,29988,49,0.929000,0.926692,0.854663,0.687274
0.340,0.15500,52,29898,50,0.927997,0.928398,0.861939,0.674797
0.340,0.15500,52,30327,51,0.927506,0.925193,0.860621,0.676902
0.340,0.15500,52,29866,52,0.926554,0.926287,0.860827,0.673509
0.340,0.15500,52,29827,53,0.929786,0.926746,0.861310,0.676702
0.340,0.15500,52,30082,54,0.928694,0.928217,0.864242,0.680804
0.340,0.15500,52,29876,55,0.930160,0.925522,0.864701,0.674286
0.340,0.15500,52,30158,56,0.933821,0.923496,0.860597,0.679216
0.340,0.15500,52,30232,57,0.924331,0.929235,0.858952,0.677282
0.340,0.15500,52,29937,58,0.928197,0.924665,0.858745,0.692727
0.340,0.15500,52,30047,59,0.926316,0.927088,0.862627,0.688313
0.340,0.15500,52,29991,60,0.929028,0.928577,0.862154,0.682095
0.340,0.15500,52,29801,61,0.928959,0.919830,0.856890,0.674873
0.340,0.15500,52,29982,62,0.926458,0.928251,0.855642,0.669902
0.340,0.15500,52,29992,63,0.925380,0.931472,0.860708,0.676567
0.340,0.15500,52,30181,64,0.924330,0.928394,0.856121,0.680048
0.340,0.16500,52,30246,1,0.927306,0.921244,0.846380,0.684311
0.340,0.16500,52,29761,2,0.921509,0.924949,0.848399,0.670083
0.340,0.16500,52,30057,3,0.921382,0.925444,0.852588,0.672910
0.340,0.16500,52,29923,4,0.922812,0.924067,0.852364,0.680998
0.340,0.16500,52,29801,5,0.918540,0.926831,0.852722,0.677662
0.340,0.16500,52,30029,6,0.926089,0.922887,0.855271,0.678097
0.340,0.16500,52,30176,7,0.923822,0.920218,0.851719,0.676144
0.340,0.16500,52,29796,8,0.925431,0.923825,0.854370,0.683233
0.340,0.16500,52,29830,9,0.920425,0.921920,0.844340,0.672544
0.340,0.16500,52,29766,10,0.923823,0.922759,0.850023,0.680258
0.340,0.16500,52,30265,11,0.926222,0.922583,0.854270,0.682776
0.340,0.16500,52,30181,12,0.922121,0.924025,0.851402,0.677659
0.340,0.16500,52,29985,13,0.921051,0.920978,0.848804,0.673595
0.340,0.16500,52,30154,14,0.920663,0.925851,0.852947,0.672309
0.340,0.16500,52,30046,15,0.925199,0.921546,0.849266,0.684083
0.340,0.16500,52,29893,16,0.919901,0.922151,0.852215,0.680943
0.340,0.16500,52,30187,17,0.918752,0.925431,0.851754,0.682397
0.340,0.16500,52,29978,18,0.923525,0.921416,0.852186,0.678397
0.340,0.16500,52,29678,19,0.921413,0.925755,0.856152,0.677625
0.340,0.16500,52,29829,20,0.920059,0.920672,0.843719,0.680382
0.340,0.16500,52,29952,21,0.923364,0.925542,0.855420,0.679094
0.340,0.16500,52,30031,22,0.923493,0.922619,0.850196,0.676395
0.340,0.16500,52,29772,23,0.926336,0.920438,0.847701,0.675167
0.340,0.16500,52,29622,24,0.922450,0.918745,0.847295,0.682324
0.340,0.16500,52,29705,25,0.921707,0.914675,0.845683,0.674668
0.340,0.16500,52,30257,26,0.920916,0.926848,0.848997,0.685736
0.340,0.16500,52,30228,27,0.918938,0.924685,0.853881,0.682222
0.340,0.16500,52,30064,28,0.917329,0.921939,0.846465,0.670016
0.340,0.16500,52,29678,29,0.920177,0.921266,0.853722,0.680994
0.340,0.16500,52,30064,30,0.921235,0.927420,0.849732,0.675451
0.340,0.16500,52,30053,31,0.922421,0.916994,0.847519,0.681482
0.340,0.16500,52,29970,32,0.921873,0.919209,0.852665,0.683923
0.340,0.16500,52,29935,33,0.922448,0.923713,0.848981,0.677193
0.340,0.16500,52,30005,34,0.916601,0.921966,0.850326,0.668857
0.340,0.16500,52,29958,35,0.926648,0.926779,0.861403,0.672534
0.340,0.16500,52,30045,36,0.922391,0.926112,0.855363,0.679300
0.340,0.16500,52,30163,37,0.924645,0.916472,0.845382,0.672109
0.340,0.16500,52,30134,38,0.925168,0.919832,0.853426,0.675118
0.340,0.16500,52,30113,39,0.921640,0.923468,0.855503,0.677945
0.340,0.16500,52,29772,40,0.919841,0.918449,0.841812,0.674785
0.340,0.16500,52,30146,41,0.922087,0.921737,0.848777,0.674598
0.340,0.16500,52,30211,42,0.925325,0.922191,0.858968,0.692500
0.340,0.16500,52,30151,43,0.921636,0.921416,0.848004,0.695791
0.340,0.16500,52,30221,44,0.919937,0.925052,0.854338,0.677813
0.340,0.16500,52,30311,45,0.923879,0.925764,0.855918,0.674822
0.340,0.16500,52,30114,46,0.920335,0.924282,0.852101,0.670382
0.340,0.16500,52,29852,47,0.918709,0.923357,0.853374,0.682682
0.340,0.16500,52,29978,48,0.921955,0.921318,0.848530,0.671754
0.340,0.16500,52,29988,49,0.928078,0.919093,0.852668,0.689684
0.340,0.16500,52,29898,50,0.926729,0.927444,0.857320,0.679280
0.340,0.16500,52,30327,51,0.925661,0.923014,0.854724,0.675543
0.340,0.16500,52,29866,52,0.921327,0.928724,0.855110,0.682944
0.340,0.16500,52,29827,53,0.919564,0.922519,0.854407,0.676958
0.340,0.16500,52,30082,54,0.922397,0.920727,0.852296,0.679234
0.340,0.16500,52,29876,55,0.917154,0.922440,0.847230,0.673684
0.340,0.16500,52,30158,56,0.921005,0.923798,0.853727,0.679886
0.340,0.16500,52,30232,57,0.920173,0.922967,0.848337,0.677574
0.340,0.16500,52,29937,58,0.922492,0.920018,0.849979,0.696325
0.340,0.16500,52,30047,59,0.921466,0.923388,0.851266,0.679958
0.340,0.16500,52,29991,60,0.922922,0.923060,0.852922,0.678935
0.340,0.16500,52,29801,61,0.918350,0.920411,0.847285,0.674673
0.340,0.16500,52,29982,62,0.923272,0.920945,0.847621,0.668598
0.340,0.16500,52,29992,63,0.919317,0.923639,0.850570,0.677312
0.340,0.16500,52,30181,64,0.921689,0.924592,0.853923,0.674770
0.340,0.17500,52,30246,1,0.918733,0.920020,0.844354,0.684457
0.340,0.17500,52,29761,2,0.914010,0.915558,0.835129,0.670541
0.340,0.17500,52,30057,3,0.919747,0.921368,0.846776,0.670879
0.340,0.17500,52,29923,4,0.920213,0.919801,0.846789,0.684266
0.340,0.17500,52,29801,5,0.917250,0.915254,0.840119,0.676698
0.340,0.17500,52,30029,6,0.918000,0.916027,0.835614,0.674826
0.340,0.17500,52,30176,7,0.918219,0.922924,0.847062,0.674732
0.340,0.17500,52,29796,8,0.921303,0.917967,0.841307,0.676911
0.340,0.17500,52,29830,9,0.911664,0.912737,0.830093,0.672492
0.340,0.17500,52,29766,10,0.918530,0.914208,0.837938,0.686191
0.340,0.17500,52,30265,11,0.914812,0.916754,0.843992,0.685438
0.340,0.17500,52,30181,12,0.923107,0.917343,0.850665,0.675976
0.340,0.17500,52,29985,13,0.922397,0.919883,0.853526,0.671827
0.340,0.17500,52,30154,14,0.915354,0.924008,0.841503,0.672935
0.340,0.17500,52,30046,15,0.917503,0.918184,0.846611,0.678959
0.340,0.17500,52,29893,16,0.917736,0.920162,0.848651,0.679773
0.340,0.17500,52,30187,17,0.915513,0.919513,0.844842,0.678827
0.340,0.17500,52,29978,18,0.916599,0.919127,0.841219,0.676557
0.340,0.17500,52,29678,19,0.916991,0.921054,0.842818,0.680603
0.340,0.17500,52,29829,20,0.918068,0.916250,0.839457,0.676892
0.340,0.17500,52,29952,21,0.918432,0.914654,0.838604,0.683994
0.340,0.17500,52,30031,22,0.919670,0.920534,0.847423,0.677170
0.340,0.17500,52,29772,23,0.918283,0.918397,0.846678,0.673292
0.340,0.17500,52,29622,24,0.914704,0.916532,0.842278,0.686844
0.340,0.17500,52,29705,25,0.916643,0.918035,0.844988,0.668791
0.340,0.17500,52,30257,26,0.921439,0.918696,0.850950,0.686942
0.340,0.17500,52,30228,27,0.911962,0.921897,0.844843,0.680506
0.340,0.17500,52,30064,28,0.919674,0.916374,0.845204,0.675440
0.340,0.17500,52,29678,29,0.919671,0.919834,0.844926,0.680562
0.340,0.17500,52,30064,30,0.916580,0.914854,0.840424,0.678146
0.340,0.17500,52,30053,31,0.915052,0.917461,0.843299,0.675137
0.340,0.17500,52,29970,32,0.920881,0.913068,0.843163,0.682575
0.340,0.17500,52,29935,33,0.917793,0.920109,0.848578,0.681634
0.340,0.17500,52,30005,34,0.917536,0.924728,0.850000,0.671807
0.340,0.17500,52,29958,35,0.918484,0.923633,0.848943,0.670924
0.340,0.17500,52,30045,36,0.918185,0.915769,0.839854,0.680801
0.340,0.17500,52,30163,37,0.918739,0.915582,0.839584,0.673526
0.340,0.17500,52,30134,38,0.918617,0.917134,0.845122,0.674620
0.340,0.17500,52,30113,39,0.918250,0.918307,0.843450,0.679052
0.340,0.17500,52,29772,40,0.912540,0.921132,0.840363,0.675986
0.340,0.17500,52,30146,41,0.917038,0.917611,0.835384,0.676480
0.340,0.17500,52,30211,42,0.918831,0.914666,0.842269,0.690863
0.340,0.17500,52,30151,43,0.916612,0.916007,0.843518,0.687363
0.340,0.17500,52,30221,44,0.922668,0.916459,0.842055,0.682614
0.340,0.17500,52,30311,45,0.916547,0.922323,0.846828,0.672803
0.340,0.17500,52,30114,46,0.911586,0.921414,0.842377,0.674440
0.340,0.17500,52,29852,47,0.920165,0.921085,0.848576,0.678768
0.340,0.17500,52,29978,48,0.918424,0.919484,0.842568,0.672021
0.340,0.17500,52,29988,49,0.921462,0.917378,0.848540,0.686683
0.340,0.17500,52,29898,50,0.910431,0.913866,0.832028,0.671983
0.340,0.17500,52,30327,51,0.920006,0.921536,0.853146,0.676164
0.340,0.17500,52,29866,52,0.919131,0.919465,0.849695,0.678436
0.340,0.17500,52,29827,53,0.918185,0.924552,0.848752,0.680442
0.340,0.17500,52,30082,54,0.917225,0.915888,0.841466,0.679458
0.340,0.17500,52,29876,55,0.917376,0.920934,0.841358,0.671706
0.340,0.17500,52,30158,56,0.917491,0.913077,0.832690,0.678880
0.340,0.17500,52,30232,57,0.915369,0.911850,0.834928,0.676449
0.340,0.17500,52,29937,58,0.921696,0.911658,0.837762,0.684643
0.340,0.17500,52,30047,59,0.918500,0.918864,0.841386,0.686100
0.340,0.17500,52,29991,60,0.920775,0.918347,0.847166,0.684949
0.340,0.17500,52,29801,61,0.915470,0.920536,0.840949,0.673321
0.340,0.17500,52,29982,62,0.917608,0.919816,0.837060,0.671947
0.340,0.17500,52,29992,63,0.920208,0.918793,0.842027,0.674993
0.340,0.17500,52,30181,64,0.914263,0.914837,0.835759,0.678484
0.340,0.18500,52,30246,1,0.913567,0.913717,0.834515,0.685347
0.340,0.18500,52,29761,2,0.914717,0.911050,0.832974,0.669588
0.340,0.18500,52,30057,3,0.913982,0.914821,0.835423,0.675915
0.340,0.18500,52,29923,4,0.913311,0.910945,0.826457,0.687178
0.340,0.18500,52,29801,5,0.914754,0.912730,0.839873,0.677016
0.340,0.18500,52,30029,6,0.911652,0.910534,0.829844,0.678651
0.340,0.18500,52,30176,7,0.912810,0.912903,0.833244,0.676316
0.340,0.18500,52,29796,8,0.907803,0.909032,0.828993,0.683943
0.340,0.18500,52,29830,9,0.919333,0.911510,0.839413,0.674690
0.340,0.18500,52,29766,10,0.913360,0.912299,0.831497,0.681140
0.340,0.18500,52,30265,11,0.910222,0.912019,0.829444,0.689542
0.340,0.18500,52,30181,12,0.912151,0.914594,0.835311,0.674686
0.340,0.18500,52,29985,13,0.915887,0.915324,0.840614,0.673407
0.340,0.18500,52,30154,14,0.913905,0.912347,0.830645,0.675498
0.340,0.18500,52,30046,15,0.911842,0.915285,0.840627,0.681272
0.340,0.18500,52,29893,16,0.906260,0.916963,0.828140,0.678937
0.340,0.18500,52,30187,17,0.915588,0.909265,0.833541,0.679049
0.340,0.18500,52,29978,18,0.914202,0.917779,0.840673,0.674667
0.340,0.18500,52,29678,19,0.910886,0.917400,0.831234,0.680792
0.340,0.18500,52,29829,20,0.911359,0.914258,0.835559,0.675264
0.340,0.18500,52,29952,21,0.913428,0.914677,0.833745,0.682947
0.340,0.18500,52,30031,22,0.911963,0.913288,0.830166,0.676371
0.340,0.18500,52,29772,23,0.914835,0.912102,0.832715,0.679846
0.340,0.18500,52,29622,24,0.916747,0.915703,0.843125,0.682643
0.340,0.18500,52,29705,25,0.913258,0.913415,0.833698,0.671456
0.340,0.18500,52,30257,26,0.911391,0.911683,0.834725,0.680198
0.340,0.18500,52,30228,27,0.918546,0.910561,0.834415,0.679885
0.340,0.18500,52,30064,28,0.914542,0.915466,0.837061,0.672815
0.340,0.18500,52,29678,29,0.912954,0.909766,0.826722,0.683920
0.340,0.18500,52,30064,30,0.912249,0.912884,0.829997,0.674018
0.340,0.18500,52,30053,31,0.912563,0.910056,0.826985,0.677264
0.340,0.18500,52,29970,32,0.916874,0.915193,0.835411,0.683297
0.340,0.18500,52,29935,33,0.914962,0.913543,0.839459,0.682355
0.340,0.18500,52,30005,34,0.913512,0.911852,0.831806,0.670352
0.340,0.18500,52,29958,35,0.911876,0.912697,0.835749,0.676410
0.340,0.18500,52,30045,36,0.903947,0.913821,0.822627,0.679173
0.340,0.18500,52,30163,37,0.911266,0.914618,0.830589,0.677005
0.340,0.18500,52,30134,38,0.910960,0.916300,0.827976,0.676076
0.340,0.18500,52,30113,39,0.912496,0.912615,0.833027,0.681814
0.340,0.18500,52,29772,40,0.912014,0.914800,0.837186,0.675318
0.340,0.18500,52,30146,41,0.911256,0.909566,0.831001,0.682609
0.340,0.18500,52,30211,42,0.910894,0.919694,0.838290,0.695593
0.340,0.18500,52,30151,43,0.911637,0.913682,0.835240,0.690711
0.340,0.18500,52,30221,44,0.917312,0.906953,0.830919,0.677843
0.340,0.18500,52,30311,45,0.912965,0.912935,0.831667,0.674391
0.340,0.18500,52,30114,46,0.916641,0.913275,0.835256,0.671489
0.340,0.18500,52,29852,47,0.905889,0.910003,0.824957,0.683466
0.340,0.18500,52,29978,48,0.908683,0.915016,0.833007,0.673045
0.340,0.18500,52,29988,49,0.915259,0.912055,0.834539,0.688821
0.340,0.18500,52,29898,50,0.913183,0.909460,0.834182,0.678424
0.340,0.18500,52,30327,51,0.911173,0.914957,0.831823,0.675507
0.340,0.18500,52,29866,52,0.911896,0.912230,0.830512,0.678261
0.340,0.18500,52,29827,53,0.912494,0.906995,0.828728,0.678763
0.340,0.18500,52,30082,54,0.916487,0.910879,0.840190,0.681041
0.340,0.18500,52,29876,55,0.914330,0.913278,0.837486,0.674252
0.340,0.18500,52,30158,56,0.915841,0.909045,0.833930,0.679185
0.340,0.18500,52,30232,57,0.908372,0.920651,0.838857,0.677730
0.340,0.18500,52,29937,58,0.911906,0.914707,0.834378,0.688361
0.340,0.18500,52,30047,59,0.914768,0.910848,0.834738,0.686521
0.340,0.18500,52,29991,60,0.916169,0.912979,0.834900,0.680919
0.340,0.18500,52,29801,61,0.915593,0.911994,0.831238,0.680399
0.340,0.18500,52,29982,62,0.911048,0.911897,0.825795,0.669647
0.340,0.18500,52,29992,63,0.913535,0.910328,0.833106,0.674755
0.340,0.18500,52,30181,64,0.911202,0.914428,0.829040,0.679486
0.340,0.19500,52,30246,1,0.907198,0.906814,0.823150,0.678951
0.340,0.19500,52,29761,2,0.912280,0.909627,0.829344,0.673880
0.340,0.19500,52,30057,3,0.909432,0.911636,0.829006,0.673005
0.340,0.19500,52,29923,4,0.909242,0.909931,0.829514,0.680842
0.340,0.19500,52,29801,5,0.909734,0.907674,0.826575,0.675984
0.340,0.19500,52,30029,6,0.909915,0.905919,0.824711,0.676167
0.340,0.19500,52,30176,7,0.907815,0.907024,0.828057,0.680022
0.340,0.19500,52,29796,8,0.908522,0.905656,0.820914,0.681620
0.340,0.19500,52,29830,9,0.905572,0.911175,0.822187,0.671172
0.340,0.19500,52,29766,10,0.910273,0.910158,0.830804,0.686302
0.340,0.19500,52,30265,11,0.912133,0.903599,0.826838,0.689075
0.340,0.19500,52,30181,12,0.902949,0.908571,0.818892,0.678281
0.340,0.19500,52,29985,13,0.914591,0.906777,0.832957,0.672656
0.340,0.19500,52,30154,14,0.912499,0.907623,0.829740,0.673173
0.340,0.19500,52,30046,15,0.913658,0.906372,0.831039,0.676181
0.340,0.19500,52,29893,16,0.907610,0.907910,0.827177,0.677522
0.340,0.19500,52,30187,17,0.905698,0.909182,0.824128,0.681377
0.340,0.19500,52,29978,18,0.906094,0.906439,0.825662,0.676314
0.340,0.19500,52,29678,19,0.907948,0.907268,0.820016,0.681811
0.340,0.19500,52,29829,20,0.910536,0.911838,0.833456,0.679264
0.340,0.19500,52,29952,21,0.903217,0.913748,0.827217,0.679101
0.340,0.19500,52,30031,22,0.911153,0.907636,0.831354,0.676005
0.340,0.19500,52,29772,23,0.911283,0.911255,0.831722,0.674446
0.340,0.19500,52,29622,24,0.906886,0.916981,0.834543,0.687405
0.340,0.19500,52,29705,25,0.907292,0.910909,0.827942,0.670257
0.340,0.19500,52,30257,26,0.909170,0.907908,0.826518,0.681559
0.340,0.19500,52,30228,27,0.908889,0.911824,0.830907,0.677905
0.340,0.19500,52,30064,28,0.910486,0.906974,0.823584,0.670129
0.340,0.19500,52,29678,29,0.906655,0.904359,0.814496,0.687436
0.340,0.19500,52,30064,30,0.915053,0.909088,0.827363,0.675189
0.340,0.19500,52,30053,31,0.908253,0.905712,0.815157,0.679693
0.340,0.19500,52,29970,32,0.905124,0.908823,0.824191,0.686643
0.340,0.19500,52,29935,33,0.907722,0.908522,0.829963,0.683890
0.340,0.19500,52,30005,34,0.909025,0.907720,0.830187,0.667373
0.340,0.19500,52,29958,35,0.912445,0.908624,0.828404,0.673075
0.340,0.19500,52,30045,36,0.910884,0.911573,0.825911,0.681710
0.340,0.19500,52,30163,37,0.904768,0.910956,0.818585,0.676454
0.340,0.19500,52,30134,38,0.911386,0.909119,0.829114,0.677774
0.340,0.19500,52,30113,39,0.910905,0.908792,0.826753,0.677639
0.340,0.19500,52,29772,40,0.905571,0.902090,0.816722,0.675539
0.340,0.19500,52,30146,41,0.908183,0.909846,0.823672,0.678491
0.340,0.19500,52,30211,42,0.911237,0.908520,0.830230,0.688141
0.340,0.19500,52,30151,43,0.912679,0.906787,0.830972,0.689548
0.340,0.19500,52,30221,44,0.909014,0.903144,0.820906,0.679603
0.340,0.19500,52,30311,45,0.910641,0.909565,0.826738,0.673978
0.340,0.19500,52,30114,46,0.908255,0.911223,0.831728,0.672016
0.340,0.19500,52,29852,47,0.913438,0.908945,0.828909,0.683840
0.340,0.19500,52,29978,48,0.907760,0.905292,0.817371,0.677020
0.340,0.19500,52,29988,49,0.908572,0.906355,0.815037,0.688211
0.340,0.19500,52,29898,50,0.909933,0.899810,0.816169,0.676221
0.340,0.19500,52,30327,51,0.912088,0.909298,0.830950,0.674679
0.340,0.19500,52,29866,52,0.913162,0.906464,0.830805,0.676744
0.340,0.19500,52,29827,53,0.908010,0.907838,0.828713,0.680493
0.340,0.19500,52,30082,54,0.913064,0.912928,0.833683,0.675546
