# generator=validate_spinodal_cpu.jl  threads=6  K_TARGET=10000  N_EQ=8000  N_SAMP=2000  generated=2026-06-09T01:31:47.173
alpha,N,T,disorder,init,phi
0.550,100,0.0800,8,cold,0.965121
0.550,100,0.0850,1,cold,0.956986
0.550,100,0.0850,2,cold,0.960014
0.550,100,0.0850,3,cold,0.964876
0.550,100,0.0850,4,cold,0.957828
0.550,100,0.0850,5,cold,0.217232
0.550,100,0.0850,6,cold,0.307136
0.550,100,0.0850,7,cold,0.951660
0.550,100,0.0850,8,cold,0.357082
0.550,100,0.0900,1,cold,0.259395
0.550,100,0.0900,2,cold,0.861506
0.550,100,0.0900,3,cold,0.281024
0.550,100,0.0900,4,cold,0.943067
0.550,100,0.0900,5,cold,0.244719
0.550,100,0.0900,6,cold,0.512786
0.550,100,0.0900,7,cold,0.137256
0.550,100,0.0900,8,cold,0.414377
0.550,100,0.0950,1,cold,0.815419
0.550,100,0.0950,2,cold,0.360185
0.550,100,0.0950,3,cold,0.251286
0.550,100,0.0950,4,cold,0.033758
0.550,100,0.0950,5,cold,0.108543
0.550,100,0.0950,6,cold,0.786173
0.550,100,0.0950,7,cold,0.131013
0.550,100,0.0950,8,cold,0.211667
0.550,100,0.1000,1,cold,0.230478
0.550,100,0.1000,2,cold,0.116498
0.550,100,0.1000,3,cold,0.351657
0.550,100,0.1000,4,cold,0.003669
0.550,100,0.1000,5,cold,0.074780
0.550,100,0.1000,6,cold,0.106043
0.550,100,0.1000,7,cold,0.060611
0.550,100,0.1000,8,cold,0.149549
0.550,100,0.1050,1,cold,0.189810
0.550,100,0.1050,2,cold,0.079063
0.550,100,0.1050,3,cold,0.169616
0.550,100,0.1050,4,cold,-0.023211
0.550,100,0.1050,5,cold,0.054891
0.550,100,0.1050,6,cold,0.056051
0.550,100,0.1050,7,cold,-0.002979
0.550,100,0.1050,8,cold,0.127267
0.550,100,0.1100,1,cold,0.140136
0.550,100,0.1100,2,cold,-0.022771
0.550,100,0.1100,3,cold,0.094429
0.550,100,0.1100,4,cold,0.044906
0.550,100,0.1100,5,cold,0.000141
0.550,100,0.1100,6,cold,-0.116248
0.550,100,0.1100,7,cold,-0.023500
0.550,100,0.1100,8,cold,-0.010214
0.550,100,0.1150,1,cold,-0.090858
0.550,100,0.1150,2,cold,0.053291
0.550,100,0.1150,3,cold,0.163636
0.550,100,0.1150,4,cold,-0.170946
0.550,100,0.1150,5,cold,-0.004970
0.550,100,0.1150,6,cold,0.102131
0.550,100,0.1150,7,cold,0.063353
0.550,100,0.1150,8,cold,-0.131877
0.550,100,0.1200,1,cold,-0.103456
0.550,100,0.1200,2,cold,0.033392
0.550,100,0.1200,3,cold,0.154298
0.550,100,0.1200,4,cold,-0.188310
0.550,100,0.1200,5,cold,-0.016962
0.550,100,0.1200,6,cold,0.085152
0.550,100,0.1200,7,cold,0.047409
0.550,100,0.1200,8,cold,-0.137378
0.550,100,0.1250,1,cold,-0.115740
0.550,100,0.1250,2,cold,0.021241
0.550,100,0.1250,3,cold,0.147555
0.550,100,0.1250,4,cold,-0.198563
0.550,100,0.1250,5,cold,-0.032764
0.550,100,0.1250,6,cold,0.072281
0.550,100,0.1250,7,cold,0.044129
0.550,100,0.1250,8,cold,-0.145865
0.550,100,0.1300,1,cold,0.049752
0.550,100,0.1300,2,cold,-0.151509
0.550,100,0.1300,3,cold,-0.073600
0.550,100,0.1300,4,cold,0.027799
0.550,100,0.1300,5,cold,0.102728
0.550,100,0.1300,6,cold,0.120346
0.550,100,0.1300,7,cold,0.034286
0.550,100,0.1300,8,cold,-0.007762
0.550,100,0.1350,1,cold,0.189396
0.550,100,0.1350,2,cold,-0.172988
0.550,100,0.1350,3,cold,0.069222
0.550,100,0.1350,4,cold,0.015611
0.550,100,0.1350,5,cold,0.058768
0.550,100,0.1350,6,cold,-0.129503
0.550,100,0.1350,7,cold,0.140796
0.550,100,0.1350,8,cold,0.147789
0.550,100,0.1400,1,cold,0.189974
0.550,100,0.1400,2,cold,-0.175434
0.550,100,0.1400,3,cold,0.061906
0.550,100,0.1400,4,cold,0.009771
0.550,100,0.1400,5,cold,0.058511
0.550,100,0.1400,6,cold,-0.134583
0.550,100,0.1400,7,cold,0.134789
0.550,100,0.1400,8,cold,0.141275
0.550,100,0.1450,1,cold,0.190763
0.550,100,0.1450,2,cold,-0.175484
0.550,100,0.1450,3,cold,0.055212
0.550,100,0.1450,4,cold,0.004044
0.550,100,0.1450,5,cold,0.058370
0.550,100,0.1450,6,cold,-0.137702
0.550,100,0.1450,7,cold,0.129813
0.550,100,0.1450,8,cold,0.135571
0.550,100,0.1500,1,cold,0.054819
0.550,100,0.1500,2,cold,-0.036852
0.550,100,0.1500,3,cold,0.070896
0.550,100,0.1500,4,cold,-0.081085
0.550,100,0.1500,5,cold,0.057179
0.550,100,0.1500,6,cold,0.008782
0.550,100,0.1500,7,cold,-0.003091
0.550,100,0.1500,8,cold,0.066305
0.550,100,0.1550,1,cold,-0.068299
0.550,100,0.1550,2,cold,0.024173
0.550,100,0.1550,3,cold,0.031933
0.550,100,0.1550,4,cold,-0.130201
0.550,100,0.1550,5,cold,-0.036050
0.550,100,0.1550,6,cold,-0.097691
0.550,100,0.1550,7,cold,0.013993
0.550,100,0.1550,8,cold,-0.083132
0.550,100,0.1600,1,cold,-0.070050
0.550,100,0.1600,2,cold,0.021571
0.550,100,0.1600,3,cold,0.034363
0.550,100,0.1600,4,cold,-0.131699
0.550,100,0.1600,5,cold,-0.035158
0.550,100,0.1600,6,cold,-0.099151
0.550,100,0.1600,7,cold,0.010558
0.550,100,0.1600,8,cold,-0.080686
0.550,100,0.1650,1,cold,-0.071122
0.550,100,0.1650,2,cold,0.019262
0.550,100,0.1650,3,cold,0.036752
0.550,100,0.1650,4,cold,-0.132887
0.550,100,0.1650,5,cold,-0.033956
0.550,100,0.1650,6,cold,-0.100116
0.550,100,0.1650,7,cold,0.007637
0.550,100,0.1650,8,cold,-0.078089
0.550,100,0.1700,1,cold,-0.092823
0.550,100,0.1700,2,cold,0.111891
0.550,100,0.1700,3,cold,-0.078296
0.550,100,0.1700,4,cold,0.023430
0.550,100,0.1700,5,cold,0.180304
0.550,100,0.1700,6,cold,0.019058
0.550,100,0.1700,7,cold,0.042501
0.550,100,0.1700,8,cold,0.109441
0.550,100,0.1750,1,cold,-0.062424
0.550,100,0.1750,2,cold,0.032560
0.550,100,0.1750,3,cold,0.030083
0.550,100,0.1750,4,cold,0.136118
0.550,100,0.1750,5,cold,0.077624
0.550,100,0.1750,6,cold,-0.235050
0.550,100,0.1750,7,cold,-0.005230
0.550,100,0.1750,8,cold,-0.013588
0.550,100,0.1800,1,cold,-0.064448
0.550,100,0.1800,2,cold,0.031250
0.550,100,0.1800,3,cold,0.025615
0.550,100,0.1800,4,cold,0.132956
0.550,100,0.1800,5,cold,0.073219
0.550,100,0.1800,6,cold,-0.234550
0.550,100,0.1800,7,cold,-0.008055
0.550,100,0.1800,8,cold,-0.015704
0.550,100,0.1850,1,cold,-0.066390
0.550,100,0.1850,2,cold,0.030175
0.550,100,0.1850,3,cold,0.021595
0.550,100,0.1850,4,cold,0.129786
0.550,100,0.1850,5,cold,0.068896
0.550,100,0.1850,6,cold,-0.233813
0.550,100,0.1850,7,cold,-0.010526
0.550,100,0.1850,8,cold,-0.017392
0.550,100,0.1900,1,cold,-0.066844
0.550,100,0.1900,2,cold,-0.077506
0.550,100,0.1900,3,cold,-0.035406
0.550,100,0.1900,4,cold,0.090450
0.550,100,0.1900,5,cold,0.018827
0.550,100,0.1900,6,cold,0.014112
0.550,100,0.1900,7,cold,0.056182
0.550,100,0.1900,8,cold,0.160464
0.550,100,0.1950,1,cold,-0.144920
0.550,100,0.1950,2,cold,0.056107
0.550,100,0.1950,3,cold,-0.097210
0.550,100,0.1950,4,cold,-0.048620
0.550,100,0.1950,5,cold,-0.025506
0.550,100,0.1950,6,cold,-0.006530
0.550,100,0.1950,7,cold,-0.009528
0.550,100,0.1950,8,cold,-0.051186
0.550,100,0.2000,1,cold,-0.142286
0.550,100,0.2000,2,cold,0.055841
0.550,100,0.2000,3,cold,-0.095461
0.550,100,0.2000,4,cold,-0.045258
0.550,100,0.2000,5,cold,-0.026542
0.550,100,0.2000,6,cold,-0.006715
0.550,100,0.2000,7,cold,-0.008568
0.550,100,0.2000,8,cold,-0.049484
0.550,100,0.2050,1,cold,-0.139669
0.550,100,0.2050,2,cold,0.055475
0.550,100,0.2050,3,cold,-0.093755
0.550,100,0.2050,4,cold,-0.042055
0.550,100,0.2050,5,cold,-0.027428
0.550,100,0.2050,6,cold,-0.006906
0.550,100,0.2050,7,cold,-0.007564
0.550,100,0.2050,8,cold,-0.047824
0.550,100,0.2100,1,cold,0.012972
0.550,100,0.2100,2,cold,0.048624
0.550,100,0.2100,3,cold,-0.015357
0.550,100,0.2100,4,cold,-0.019911
0.550,100,0.2100,5,cold,-0.092947
0.550,100,0.2100,6,cold,-0.040725
0.550,100,0.2100,7,cold,-0.019009
0.550,100,0.2100,8,cold,-0.217067
0.550,100,0.2150,1,cold,-0.037455
0.550,100,0.2150,2,cold,-0.074486
0.550,100,0.2150,3,cold,-0.018227
0.550,100,0.2150,4,cold,-0.076486
0.550,100,0.2150,5,cold,0.035064
0.550,100,0.2150,6,cold,0.013026
0.550,100,0.2150,7,cold,0.001697
0.550,100,0.2150,8,cold,0.085007
0.550,100,0.2200,1,cold,-0.036765
0.550,100,0.2200,2,cold,-0.074257
0.550,100,0.2200,3,cold,-0.017636
0.550,100,0.2200,4,cold,-0.077676
0.550,100,0.2200,5,cold,0.035548
0.550,100,0.2200,6,cold,0.013048
0.550,100,0.2200,7,cold,0.000872
0.550,100,0.2200,8,cold,0.083682
0.550,100,0.2250,1,cold,-0.036071
0.550,100,0.2250,2,cold,-0.073876
0.550,100,0.2250,3,cold,-0.017154
0.550,100,0.2250,4,cold,-0.078700
0.550,100,0.2250,5,cold,0.036027
0.550,100,0.2250,6,cold,0.013028
0.550,100,0.2250,7,cold,0.000099
0.550,100,0.2250,8,cold,0.082322
0.550,100,0.2300,1,cold,0.015274
0.550,100,0.2300,2,cold,-0.114408
0.550,100,0.2300,3,cold,-0.039106
0.550,100,0.2300,4,cold,-0.001585
0.550,100,0.2300,5,cold,-0.042890
0.550,100,0.2300,6,cold,-0.022245
0.550,100,0.2300,7,cold,0.033439
0.550,100,0.2300,8,cold,-0.010637
0.550,100,0.2350,1,cold,0.048606
0.550,100,0.2350,2,cold,0.024082
0.550,100,0.2350,3,cold,-0.029058
0.550,100,0.2350,4,cold,0.026610
0.550,100,0.2350,5,cold,0.063473
0.550,100,0.2350,6,cold,0.011360
0.550,100,0.2350,7,cold,-0.026254
0.550,100,0.2350,8,cold,0.081869
0.550,100,0.2400,1,cold,0.047058
0.550,100,0.2400,2,cold,0.024103
0.550,100,0.2400,3,cold,-0.027346
0.550,100,0.2400,4,cold,0.027176
0.550,100,0.2400,5,cold,0.062265
0.550,100,0.2400,6,cold,0.009727
0.550,100,0.2400,7,cold,-0.025863
0.550,100,0.2400,8,cold,0.080308
0.550,100,0.2450,1,cold,0.045590
0.550,100,0.2450,2,cold,0.024124
0.550,100,0.2450,3,cold,-0.025790
0.550,100,0.2450,4,cold,0.027691
0.550,100,0.2450,5,cold,0.061028
0.550,100,0.2450,6,cold,0.008096
0.550,100,0.2450,7,cold,-0.025416
0.550,100,0.2450,8,cold,0.078789
0.550,100,0.2500,1,cold,-0.021664
0.550,100,0.2500,2,cold,-0.069841
0.550,100,0.2500,3,cold,0.035201
0.550,100,0.2500,4,cold,-0.011592
0.550,100,0.2500,5,cold,0.012681
0.550,100,0.2500,6,cold,-0.118729
0.550,100,0.2500,7,cold,0.016826
0.550,100,0.2500,8,cold,0.042189
0.550,100,0.2550,1,cold,-0.020777
0.550,100,0.2550,2,cold,0.077141
0.550,100,0.2550,3,cold,0.020450
0.550,100,0.2550,4,cold,0.010640
0.550,100,0.2550,5,cold,0.064263
0.550,100,0.2550,6,cold,0.087163
0.550,100,0.2550,7,cold,-0.016522
0.550,100,0.2550,8,cold,-0.051208
0.550,100,0.2600,1,cold,-0.022329
0.550,100,0.2600,2,cold,0.076406
0.550,100,0.2600,3,cold,0.021333
0.550,100,0.2600,4,cold,0.010045
0.550,100,0.2600,5,cold,0.063707
0.550,100,0.2600,6,cold,0.085846
0.550,100,0.2600,7,cold,-0.015183
0.550,100,0.2600,8,cold,-0.051432
0.550,100,0.2650,1,cold,-0.023766
0.550,100,0.2650,2,cold,0.075656
0.550,100,0.2650,3,cold,0.022151
0.550,100,0.2650,4,cold,0.009428
0.550,100,0.2650,5,cold,0.063165
0.550,100,0.2650,6,cold,0.084556
0.550,100,0.2650,7,cold,-0.013952
0.550,100,0.2650,8,cold,-0.051627
0.550,100,0.2700,1,cold,0.031313
0.550,100,0.2700,2,cold,0.015539
0.550,100,0.2700,3,cold,0.012843
0.550,100,0.2700,4,cold,-0.017958
0.550,100,0.2700,5,cold,-0.040824
0.550,100,0.2700,6,cold,-0.014407
0.550,100,0.2700,7,cold,-0.045439
0.550,100,0.2700,8,cold,0.034328
0.550,100,0.2750,1,cold,0.004563
0.550,100,0.2750,2,cold,-0.020779
0.550,100,0.2750,3,cold,-0.024575
0.550,100,0.2750,4,cold,-0.088421
0.550,100,0.2750,5,cold,-0.019181
0.550,100,0.2750,6,cold,0.073382
0.550,100,0.2750,7,cold,0.004394
0.550,100,0.2750,8,cold,-0.025712
0.550,100,0.2800,1,cold,0.004547
0.550,100,0.2800,2,cold,-0.020827
0.550,100,0.2800,3,cold,-0.023622
0.550,100,0.2800,4,cold,-0.087231
0.550,100,0.2800,5,cold,-0.018857
0.550,100,0.2800,6,cold,0.072372
0.550,100,0.2800,7,cold,0.004541
0.550,100,0.2800,8,cold,-0.025756
0.550,100,0.2850,1,cold,0.004518
0.550,100,0.2850,2,cold,-0.020810
0.550,100,0.2850,3,cold,-0.022738
0.550,100,0.2850,4,cold,-0.086009
0.550,100,0.2850,5,cold,-0.018525
0.550,100,0.2850,6,cold,0.071374
0.550,100,0.2850,7,cold,0.004652
0.550,100,0.2850,8,cold,-0.025810
0.550,100,0.2900,1,cold,0.105163
0.550,100,0.2900,2,cold,0.039060
0.550,100,0.2900,3,cold,-0.034739
0.550,100,0.2900,4,cold,-0.109470
0.550,100,0.2900,5,cold,0.062189
0.550,100,0.2900,6,cold,-0.053299
0.550,100,0.2900,7,cold,0.028240
0.550,100,0.2900,8,cold,-0.013328
0.550,100,0.2950,1,cold,-0.092824
0.550,100,0.2950,2,cold,-0.022162
0.550,100,0.2950,3,cold,0.011362
0.550,100,0.2950,4,cold,-0.005271
0.550,100,0.2950,5,cold,-0.031531
0.550,100,0.2950,6,cold,0.014389
0.550,100,0.2950,7,cold,0.052740
0.550,100,0.2950,8,cold,0.005887
0.550,100,0.3000,1,cold,-0.091159
0.550,100,0.3000,2,cold,-0.021896
0.550,100,0.3000,3,cold,0.010521
0.550,100,0.3000,4,cold,-0.005620
0.550,100,0.3000,5,cold,-0.031277
0.550,100,0.3000,6,cold,0.015070
0.550,100,0.3000,7,cold,0.051458
0.550,100,0.3000,8,cold,0.006721
0.550,1000,0.0200,1,cold,0.994468
0.550,1000,0.0200,2,cold,0.994076
0.550,1000,0.0200,3,cold,0.994231
0.550,1000,0.0200,4,cold,0.993815
0.550,1000,0.0200,5,cold,0.994553
0.550,1000,0.0200,6,cold,0.994356
0.550,1000,0.0200,7,cold,0.994453
0.550,1000,0.0200,8,cold,0.994399
0.550,1000,0.0250,1,cold,0.992253
0.550,1000,0.0250,2,cold,0.991646
0.550,1000,0.0250,3,cold,0.991869
0.550,1000,0.0250,4,cold,0.991382
0.550,1000,0.0250,5,cold,0.992431
0.550,1000,0.0250,6,cold,0.992063
0.550,1000,0.0250,7,cold,0.992282
0.550,1000,0.0250,8,cold,0.992324
0.550,1000,0.0300,1,cold,0.988867
0.550,1000,0.0300,2,cold,0.989487
0.550,1000,0.0300,3,cold,0.988849
0.550,1000,0.0300,4,cold,0.990058
0.550,1000,0.0300,5,cold,0.989387
0.550,1000,0.0300,6,cold,0.989350
0.550,1000,0.0300,7,cold,0.989605
0.550,1000,0.0300,8,cold,0.990038
0.550,1000,0.0350,1,cold,0.986949
0.550,1000,0.0350,2,cold,0.987268
0.550,1000,0.0350,3,cold,0.987122
0.550,1000,0.0350,4,cold,0.987562
0.550,1000,0.0350,5,cold,0.987096
0.550,1000,0.0350,6,cold,0.987103
0.550,1000,0.0350,7,cold,0.987191
0.550,1000,0.0350,8,cold,0.986897
0.550,1000,0.0400,1,cold,0.984368
0.550,1000,0.0400,2,cold,0.984912
0.550,1000,0.0400,3,cold,0.984540
0.550,1000,0.0400,4,cold,0.985093
0.550,1000,0.0400,5,cold,0.984794
0.550,1000,0.0400,6,cold,0.984674
0.550,1000,0.0400,7,cold,0.984425
0.550,1000,0.0400,8,cold,0.984200
0.550,1000,0.0450,1,cold,0.981974
0.550,1000,0.0450,2,cold,0.982340
0.550,1000,0.0450,3,cold,0.982019
0.550,1000,0.0450,4,cold,0.982592
0.550,1000,0.0450,5,cold,0.982075
0.550,1000,0.0450,6,cold,0.982371
0.550,1000,0.0450,7,cold,0.981958
0.550,1000,0.0450,8,cold,0.981931
0.550,1000,0.0500,1,cold,0.979489
0.550,1000,0.0500,2,cold,0.980394
0.550,1000,0.0500,3,cold,0.979475
0.550,1000,0.0500,4,cold,0.978523
0.550,1000,0.0500,5,cold,0.979404
0.550,1000,0.0500,6,cold,0.980005
0.550,1000,0.0500,7,cold,0.979741
0.550,1000,0.0500,8,cold,0.979631
0.550,1000,0.0550,1,cold,0.975789
0.550,1000,0.0550,2,cold,0.977054
0.550,1000,0.0550,3,cold,0.976246
0.550,1000,0.0550,4,cold,0.976476
0.550,1000,0.0550,5,cold,0.976452
0.550,1000,0.0550,6,cold,0.977133
0.550,1000,0.0550,7,cold,0.976030
0.550,1000,0.0550,8,cold,0.976918
0.550,1000,0.0600,1,cold,0.972766
0.550,1000,0.0600,2,cold,0.974242
0.550,1000,0.0600,3,cold,0.973568
0.550,1000,0.0600,4,cold,0.974117
0.550,1000,0.0600,5,cold,0.973994
0.550,1000,0.0600,6,cold,0.974508
0.550,1000,0.0600,7,cold,0.973563
0.550,1000,0.0600,8,cold,0.974113
0.550,1000,0.0650,1,cold,0.969957
0.550,1000,0.0650,2,cold,0.971230
0.550,1000,0.0650,3,cold,0.971121
0.550,1000,0.0650,4,cold,0.970639
0.550,1000,0.0650,5,cold,0.971476
0.550,1000,0.0650,6,cold,0.971987
0.550,1000,0.0650,7,cold,0.970335
0.550,1000,0.0650,8,cold,0.971242
0.550,1000,0.0700,1,cold,0.964417
0.550,1000,0.0700,2,cold,0.971257
0.550,1000,0.0700,3,cold,0.969436
0.550,1000,0.0700,4,cold,0.968879
0.550,1000,0.0700,5,cold,0.969822
0.550,1000,0.0700,6,cold,0.968801
0.550,1000,0.0700,7,cold,0.969781
0.550,1000,0.0700,8,cold,0.969550
0.550,1000,0.0750,1,cold,0.966344
0.550,1000,0.0750,2,cold,0.969326
0.550,1000,0.0750,3,cold,0.966231
0.550,1000,0.0750,4,cold,0.965654
0.550,1000,0.0750,5,cold,0.965972
0.550,1000,0.0750,6,cold,0.965190
0.550,1000,0.0750,7,cold,0.967988
0.550,1000,0.0750,8,cold,0.968040
0.550,1000,0.0800,1,cold,0.964584
0.550,1000,0.0800,2,cold,0.966350
0.550,1000,0.0800,3,cold,0.963517
0.550,1000,0.0800,4,cold,0.962512
0.550,1000,0.0800,5,cold,0.963165
0.550,1000,0.0800,6,cold,0.962753
0.550,1000,0.0800,7,cold,0.966498
0.550,1000,0.0800,8,cold,0.965658
0.550,1000,0.0850,1,cold,0.961578
0.550,1000,0.0850,2,cold,0.964434
0.550,1000,0.0850,3,cold,0.960660
0.550,1000,0.0850,4,cold,0.959880
0.550,1000,0.0850,5,cold,0.960766
0.550,1000,0.0850,6,cold,0.960046
0.550,1000,0.0850,7,cold,0.963589
0.550,1000,0.0850,8,cold,0.964050
0.550,1000,0.0900,1,cold,0.958732
0.550,1000,0.0900,2,cold,0.957556
0.550,1000,0.0900,3,cold,0.959638
0.550,1000,0.0900,4,cold,0.960194
0.550,1000,0.0900,5,cold,0.961028
0.550,1000,0.0900,6,cold,0.959394
0.550,1000,0.0900,7,cold,0.959009
0.550,1000,0.0900,8,cold,0.957262
0.550,1000,0.0950,1,cold,0.956704
0.550,1000,0.0950,2,cold,0.956019
0.550,1000,0.0950,3,cold,0.958012
0.550,1000,0.0950,4,cold,0.958508
0.550,1000,0.0950,5,cold,0.959816
0.550,1000,0.0950,6,cold,0.955792
0.550,1000,0.0950,7,cold,0.952238
0.550,1000,0.0950,8,cold,0.956146
0.550,1000,0.1000,1,cold,0.954268
0.550,1000,0.1000,2,cold,0.953994
0.550,1000,0.1000,3,cold,0.955654
0.550,1000,0.1000,4,cold,0.954816
0.550,1000,0.1000,5,cold,0.957788
0.550,1000,0.1000,6,cold,0.953706
0.550,1000,0.1000,7,cold,0.948842
0.550,1000,0.1000,8,cold,0.954337
0.550,1000,0.1050,1,cold,0.952073
0.550,1000,0.1050,2,cold,0.951193
0.550,1000,0.1050,3,cold,0.953948
0.550,1000,0.1050,4,cold,0.954349
0.550,1000,0.1050,5,cold,0.954621
0.550,1000,0.1050,6,cold,0.951365
0.550,1000,0.1050,7,cold,0.947420
0.550,1000,0.1050,8,cold,0.951568
0.550,1000,0.1100,1,cold,0.946189
0.550,1000,0.1100,2,cold,0.945531
0.550,1000,0.1100,3,cold,0.949875
0.550,1000,0.1100,4,cold,0.948650
0.550,1000,0.1100,5,cold,0.953472
0.550,1000,0.1100,6,cold,0.949835
0.550,1000,0.1100,7,cold,0.948375
0.550,1000,0.1100,8,cold,0.947671
0.550,1000,0.1150,1,cold,0.947676
0.550,1000,0.1150,2,cold,0.948062
0.550,1000,0.1150,3,cold,0.944003
0.550,1000,0.1150,4,cold,0.945956
0.550,1000,0.1150,5,cold,0.945661
0.550,1000,0.1150,6,cold,0.949377
0.550,1000,0.1150,7,cold,0.947342
0.550,1000,0.1150,8,cold,0.947676
0.550,1000,0.1200,1,cold,0.944680
0.550,1000,0.1200,2,cold,0.945925
0.550,1000,0.1200,3,cold,0.942210
0.550,1000,0.1200,4,cold,0.943294
0.550,1000,0.1200,5,cold,0.944502
0.550,1000,0.1200,6,cold,0.946093
0.550,1000,0.1200,7,cold,0.944417
0.550,1000,0.1200,8,cold,0.945766
0.550,1000,0.1250,1,cold,0.941642
0.550,1000,0.1250,2,cold,0.943692
0.550,1000,0.1250,3,cold,0.939214
0.550,1000,0.1250,4,cold,0.941186
0.550,1000,0.1250,5,cold,0.939937
0.550,1000,0.1250,6,cold,0.943322
0.550,1000,0.1250,7,cold,0.942806
0.550,1000,0.1250,8,cold,0.943173
0.550,1000,0.1300,1,cold,0.937864
0.550,1000,0.1300,2,cold,0.935549
0.550,1000,0.1300,3,cold,0.938198
0.550,1000,0.1300,4,cold,0.940051
0.550,1000,0.1300,5,cold,0.939506
0.550,1000,0.1300,6,cold,0.939684
0.550,1000,0.1300,7,cold,0.941180
0.550,1000,0.1300,8,cold,0.941733
0.550,1000,0.1350,1,cold,0.935163
0.550,1000,0.1350,2,cold,0.937170
0.550,1000,0.1350,3,cold,0.938586
0.550,1000,0.1350,4,cold,0.937003
0.550,1000,0.1350,5,cold,0.937204
0.550,1000,0.1350,6,cold,0.935111
0.550,1000,0.1350,7,cold,0.937377
0.550,1000,0.1350,8,cold,0.940815
0.550,1000,0.1400,1,cold,0.935523
0.550,1000,0.1400,2,cold,0.935851
0.550,1000,0.1400,3,cold,0.936271
0.550,1000,0.1400,4,cold,0.934015
0.550,1000,0.1400,5,cold,0.935385
0.550,1000,0.1400,6,cold,0.932972
0.550,1000,0.1400,7,cold,0.935673
0.550,1000,0.1400,8,cold,0.938194
0.550,1000,0.1450,1,cold,0.921034
0.550,1000,0.1450,2,cold,0.932670
0.550,1000,0.1450,3,cold,0.932957
0.550,1000,0.1450,4,cold,0.874204
0.550,1000,0.1450,5,cold,0.930569
0.550,1000,0.1450,6,cold,0.827373
0.550,1000,0.1450,7,cold,0.931600
0.550,1000,0.1450,8,cold,0.935325
0.550,1000,0.1500,1,cold,0.933387
0.550,1000,0.1500,2,cold,0.811283
0.550,1000,0.1500,3,cold,0.792236
0.550,1000,0.1500,4,cold,0.709482
0.550,1000,0.1500,5,cold,0.932918
0.550,1000,0.1500,6,cold,0.770848
0.550,1000,0.1500,7,cold,0.929498
0.550,1000,0.1500,8,cold,0.812179
0.550,1000,0.1550,1,cold,0.784431
0.550,1000,0.1550,2,cold,0.709799
0.550,1000,0.1550,3,cold,0.677116
0.550,1000,0.1550,4,cold,0.710844
0.550,1000,0.1550,5,cold,0.787657
0.550,1000,0.1550,6,cold,0.744441
0.550,1000,0.1550,7,cold,0.858494
0.550,1000,0.1550,8,cold,0.843423
0.550,1000,0.1600,1,cold,0.775624
0.550,1000,0.1600,2,cold,0.684184
0.550,1000,0.1600,3,cold,0.648097
0.550,1000,0.1600,4,cold,0.683764
0.550,1000,0.1600,5,cold,0.772872
0.550,1000,0.1600,6,cold,0.690544
0.550,1000,0.1600,7,cold,0.824315
0.550,1000,0.1600,8,cold,0.704789
0.550,1000,0.1650,1,cold,0.639877
0.550,1000,0.1650,2,cold,0.664650
0.550,1000,0.1650,3,cold,0.622543
0.550,1000,0.1650,4,cold,0.665543
0.550,1000,0.1650,5,cold,0.723456
0.550,1000,0.1650,6,cold,0.639247
0.550,1000,0.1650,7,cold,0.756139
0.550,1000,0.1650,8,cold,0.791799
0.550,1000,0.1700,1,cold,0.583427
0.550,1000,0.1700,2,cold,0.617813
0.550,1000,0.1700,3,cold,0.642947
0.550,1000,0.1700,4,cold,0.639141
0.550,1000,0.1700,5,cold,0.638468
0.550,1000,0.1700,6,cold,0.676282
0.550,1000,0.1700,7,cold,0.683476
0.550,1000,0.1700,8,cold,0.644562
0.550,1000,0.1750,1,cold,0.604688
0.550,1000,0.1750,2,cold,0.603887
0.550,1000,0.1750,3,cold,0.551426
0.550,1000,0.1750,4,cold,0.574645
0.550,1000,0.1750,5,cold,0.597235
0.550,1000,0.1750,6,cold,0.542750
0.550,1000,0.1750,7,cold,0.592903
0.550,1000,0.1750,8,cold,0.584988
0.550,1000,0.1800,1,cold,0.565859
0.550,1000,0.1800,2,cold,0.577206
0.550,1000,0.1800,3,cold,0.518447
0.550,1000,0.1800,4,cold,0.534569
0.550,1000,0.1800,5,cold,0.558428
0.550,1000,0.1800,6,cold,0.513015
0.550,1000,0.1800,7,cold,0.536373
0.550,1000,0.1800,8,cold,0.563773
0.550,1000,0.1850,1,cold,0.541099
0.550,1000,0.1850,2,cold,0.547703
0.550,1000,0.1850,3,cold,0.491467
0.550,1000,0.1850,4,cold,0.511875
0.550,1000,0.1850,5,cold,0.527356
0.550,1000,0.1850,6,cold,0.493100
0.550,1000,0.1850,7,cold,0.510320
0.550,1000,0.1850,8,cold,0.519372
0.550,1000,0.1900,1,cold,0.490975
0.550,1000,0.1900,2,cold,0.502586
0.550,1000,0.1900,3,cold,0.512351
0.550,1000,0.1900,4,cold,0.491589
0.550,1000,0.1900,5,cold,0.577617
0.550,1000,0.1900,6,cold,0.471414
0.550,1000,0.1900,7,cold,0.484479
0.550,1000,0.1900,8,cold,0.486288
0.550,1000,0.1950,1,cold,0.426176
0.550,1000,0.1950,2,cold,0.494645
0.550,1000,0.1950,3,cold,0.478361
0.550,1000,0.1950,4,cold,0.475170
0.550,1000,0.1950,5,cold,0.486516
0.550,1000,0.1950,6,cold,0.461297
0.550,1000,0.1950,7,cold,0.458017
0.550,1000,0.1950,8,cold,0.441171
