# generator=validate_spinodal_cpu.jl  threads=6  K_TARGET=10000  N_EQ=8000  N_SAMP=2000  generated=2026-06-09T01:31:47.173
alpha,N,T,disorder,init,phi
0.500,100,0.2400,6,cold,-0.034488
0.500,100,0.2400,7,cold,0.065844
0.500,100,0.2400,8,cold,-0.122510
0.500,100,0.2500,1,cold,0.116339
0.500,100,0.2500,2,cold,0.056173
0.500,100,0.2500,3,cold,0.123937
0.500,100,0.2500,4,cold,0.094349
0.500,100,0.2500,5,cold,0.028480
0.500,100,0.2500,6,cold,-0.089613
0.500,100,0.2500,7,cold,0.022577
0.500,100,0.2500,8,cold,-0.056151
0.500,100,0.2600,1,cold,-0.003472
0.500,100,0.2600,2,cold,0.097707
0.500,100,0.2600,3,cold,-0.114931
0.500,100,0.2600,4,cold,-0.000139
0.500,100,0.2600,5,cold,-0.099404
0.500,100,0.2600,6,cold,-0.003786
0.500,100,0.2600,7,cold,-0.117407
0.500,100,0.2600,8,cold,-0.083959
0.500,100,0.2700,1,cold,-0.046148
0.500,100,0.2700,2,cold,0.041142
0.500,100,0.2700,3,cold,0.075576
0.500,100,0.2700,4,cold,-0.061879
0.500,100,0.2700,5,cold,0.004377
0.500,100,0.2700,6,cold,0.077818
0.500,100,0.2700,7,cold,-0.118957
0.500,100,0.2700,8,cold,-0.092522
0.500,100,0.2800,1,cold,0.017405
0.500,100,0.2800,2,cold,-0.031917
0.500,100,0.2800,3,cold,-0.032059
0.500,100,0.2800,4,cold,0.007244
0.500,100,0.2800,5,cold,0.159955
0.500,100,0.2800,6,cold,0.153708
0.500,100,0.2800,7,cold,-0.112283
0.500,100,0.2800,8,cold,-0.011284
0.500,100,0.2900,1,cold,0.039443
0.500,100,0.2900,2,cold,-0.092145
0.500,100,0.2900,3,cold,0.061627
0.500,100,0.2900,4,cold,0.068884
0.500,100,0.2900,5,cold,0.036646
0.500,100,0.2900,6,cold,0.059077
0.500,100,0.2900,7,cold,-0.050144
0.500,100,0.2900,8,cold,0.042009
0.500,100,0.3000,1,cold,0.067787
0.500,100,0.3000,2,cold,-0.070843
0.500,100,0.3000,3,cold,-0.075141
0.500,100,0.3000,4,cold,0.043149
0.500,100,0.3000,5,cold,0.045793
0.500,100,0.3000,6,cold,-0.060473
0.500,100,0.3000,7,cold,0.016663
0.500,100,0.3000,8,cold,-0.132244
0.500,100,0.3100,1,cold,0.007186
0.500,100,0.3100,2,cold,-0.024873
0.500,100,0.3100,3,cold,-0.029613
0.500,100,0.3100,4,cold,0.051218
0.500,100,0.3100,5,cold,-0.036417
0.500,100,0.3100,6,cold,0.075632
0.500,100,0.3100,7,cold,-0.020444
0.500,100,0.3100,8,cold,-0.014352
0.500,100,0.3200,1,cold,0.052411
0.500,100,0.3200,2,cold,0.074079
0.500,100,0.3200,3,cold,-0.019199
0.500,100,0.3200,4,cold,0.035342
0.500,100,0.3200,5,cold,0.033451
0.500,100,0.3200,6,cold,-0.066004
0.500,100,0.3200,7,cold,-0.032930
0.500,100,0.3200,8,cold,-0.033036
0.500,100,0.3300,1,cold,-0.012598
0.500,100,0.3300,2,cold,0.031719
0.500,100,0.3300,3,cold,-0.110327
0.500,100,0.3300,4,cold,0.013465
0.500,100,0.3300,5,cold,-0.093262
0.500,100,0.3300,6,cold,-0.021639
0.500,100,0.3300,7,cold,0.009939
0.500,100,0.3300,8,cold,0.017590
0.500,100,0.3400,1,cold,-0.055561
0.500,100,0.3400,2,cold,0.007792
0.500,100,0.3400,3,cold,-0.030437
0.500,100,0.3400,4,cold,-0.086685
0.500,100,0.3400,5,cold,-0.001417
0.500,100,0.3400,6,cold,-0.150591
0.500,100,0.3400,7,cold,-0.032717
0.500,100,0.3400,8,cold,-0.051790
0.500,100,0.3500,1,cold,-0.077829
0.500,100,0.3500,2,cold,0.012061
0.500,100,0.3500,3,cold,-0.086373
0.500,100,0.3500,4,cold,-0.003184
0.500,100,0.3500,5,cold,-0.029667
0.500,100,0.3500,6,cold,0.033729
0.500,100,0.3500,7,cold,0.013991
0.500,100,0.3500,8,cold,-0.035609
0.500,100,0.3600,1,cold,-0.031768
0.500,100,0.3600,2,cold,-0.017225
0.500,100,0.3600,3,cold,-0.004256
0.500,100,0.3600,4,cold,-0.029457
0.500,100,0.3600,5,cold,0.100042
0.500,100,0.3600,6,cold,0.057060
0.500,100,0.3600,7,cold,0.041106
0.500,100,0.3600,8,cold,-0.069829
0.500,100,0.3700,1,cold,-0.053560
0.500,100,0.3700,2,cold,0.016585
0.500,100,0.3700,3,cold,-0.019381
0.500,100,0.3700,4,cold,0.010739
0.500,100,0.3700,5,cold,0.027050
0.500,100,0.3700,6,cold,0.004408
0.500,100,0.3700,7,cold,-0.042888
0.500,100,0.3700,8,cold,0.073173
0.500,100,0.3800,1,cold,0.002313
0.500,100,0.3800,2,cold,-0.083555
0.500,100,0.3800,3,cold,0.001189
0.500,100,0.3800,4,cold,-0.026503
0.500,100,0.3800,5,cold,0.024960
0.500,100,0.3800,6,cold,-0.019658
0.500,100,0.3800,7,cold,-0.013612
0.500,100,0.3800,8,cold,0.033104
0.500,100,0.3900,1,cold,-0.008570
0.500,100,0.3900,2,cold,0.013953
0.500,100,0.3900,3,cold,0.000067
0.500,100,0.3900,4,cold,0.048727
0.500,100,0.3900,5,cold,0.027558
0.500,100,0.3900,6,cold,0.053172
0.500,100,0.3900,7,cold,-0.013385
0.500,100,0.3900,8,cold,0.022424
0.500,100,0.4000,1,cold,0.007674
0.500,100,0.4000,2,cold,0.053613
0.500,100,0.4000,3,cold,0.030765
0.500,100,0.4000,4,cold,0.011403
0.500,100,0.4000,5,cold,-0.082754
0.500,100,0.4000,6,cold,-0.040406
0.500,100,0.4000,7,cold,0.000583
0.500,100,0.4000,8,cold,-0.017000
0.500,1000,0.0500,1,cold,0.979513
0.500,1000,0.0500,2,cold,0.979917
0.500,1000,0.0500,3,cold,0.978205
0.500,1000,0.0500,4,cold,0.978973
0.500,1000,0.0500,5,cold,0.978865
0.500,1000,0.0500,6,cold,0.979785
0.500,1000,0.0500,7,cold,0.979617
0.500,1000,0.0500,8,cold,0.981366
0.500,1000,0.0600,1,cold,0.974907
0.500,1000,0.0600,2,cold,0.974374
0.500,1000,0.0600,3,cold,0.975437
0.500,1000,0.0600,4,cold,0.974146
0.500,1000,0.0600,5,cold,0.974880
0.500,1000,0.0600,6,cold,0.973574
0.500,1000,0.0600,7,cold,0.975622
0.500,1000,0.0600,8,cold,0.975054
0.500,1000,0.0700,1,cold,0.969847
0.500,1000,0.0700,2,cold,0.972616
0.500,1000,0.0700,3,cold,0.969279
0.500,1000,0.0700,4,cold,0.968658
0.500,1000,0.0700,5,cold,0.971634
0.500,1000,0.0700,6,cold,0.968086
0.500,1000,0.0700,7,cold,0.966738
0.500,1000,0.0700,8,cold,0.968946
0.500,1000,0.0800,1,cold,0.963912
0.500,1000,0.0800,2,cold,0.965080
0.500,1000,0.0800,3,cold,0.965800
0.500,1000,0.0800,4,cold,0.962850
0.500,1000,0.0800,5,cold,0.961270
0.500,1000,0.0800,6,cold,0.964215
0.500,1000,0.0800,7,cold,0.961418
0.500,1000,0.0800,8,cold,0.964553
0.500,1000,0.0900,1,cold,0.957685
0.500,1000,0.0900,2,cold,0.960503
0.500,1000,0.0900,3,cold,0.959580
0.500,1000,0.0900,4,cold,0.955100
0.500,1000,0.0900,5,cold,0.959408
0.500,1000,0.0900,6,cold,0.956810
0.500,1000,0.0900,7,cold,0.960181
0.500,1000,0.0900,8,cold,0.956356
0.500,1000,0.1000,1,cold,0.955546
0.500,1000,0.1000,2,cold,0.953641
0.500,1000,0.1000,3,cold,0.956259
0.500,1000,0.1000,4,cold,0.953878
0.500,1000,0.1000,5,cold,0.953806
0.500,1000,0.1000,6,cold,0.953247
0.500,1000,0.1000,7,cold,0.951507
0.500,1000,0.1000,8,cold,0.952583
0.500,1000,0.1100,1,cold,0.947115
0.500,1000,0.1100,2,cold,0.949056
0.500,1000,0.1100,3,cold,0.951397
0.500,1000,0.1100,4,cold,0.947204
0.500,1000,0.1100,5,cold,0.950584
0.500,1000,0.1100,6,cold,0.949754
0.500,1000,0.1100,7,cold,0.945035
0.500,1000,0.1100,8,cold,0.950210
0.500,1000,0.1200,1,cold,0.943582
0.500,1000,0.1200,2,cold,0.942393
0.500,1000,0.1200,3,cold,0.945921
0.500,1000,0.1200,4,cold,0.942227
0.500,1000,0.1200,5,cold,0.943106
0.500,1000,0.1200,6,cold,0.949126
0.500,1000,0.1200,7,cold,0.948410
0.500,1000,0.1200,8,cold,0.945449
0.500,1000,0.1300,1,cold,0.935855
0.500,1000,0.1300,2,cold,0.937154
0.500,1000,0.1300,3,cold,0.940919
0.500,1000,0.1300,4,cold,0.937877
0.500,1000,0.1300,5,cold,0.941185
0.500,1000,0.1300,6,cold,0.940248
0.500,1000,0.1300,7,cold,0.939062
0.500,1000,0.1300,8,cold,0.939403
0.500,1000,0.1400,1,cold,0.935361
0.500,1000,0.1400,2,cold,0.937698
0.500,1000,0.1400,3,cold,0.936408
0.500,1000,0.1400,4,cold,0.935094
0.500,1000,0.1400,5,cold,0.935193
0.500,1000,0.1400,6,cold,0.934839
0.500,1000,0.1400,7,cold,0.936453
0.500,1000,0.1400,8,cold,0.938294
0.500,1000,0.1500,1,cold,0.927916
0.500,1000,0.1500,2,cold,0.925829
0.500,1000,0.1500,3,cold,0.927282
0.500,1000,0.1500,4,cold,0.928762
0.500,1000,0.1500,5,cold,0.928403
0.500,1000,0.1500,6,cold,0.932637
0.500,1000,0.1500,7,cold,0.934655
0.500,1000,0.1500,8,cold,0.929884
0.500,1000,0.1600,1,cold,0.926589
0.500,1000,0.1600,2,cold,0.928729
0.500,1000,0.1600,3,cold,0.925215
0.500,1000,0.1600,4,cold,0.925370
0.500,1000,0.1600,5,cold,0.924011
0.500,1000,0.1600,6,cold,0.930096
0.500,1000,0.1600,7,cold,0.927674
0.500,1000,0.1600,8,cold,0.928153
0.500,1000,0.1700,1,cold,0.922941
0.500,1000,0.1700,2,cold,0.921734
0.500,1000,0.1700,3,cold,0.921475
0.500,1000,0.1700,4,cold,0.922161
0.500,1000,0.1700,5,cold,0.916679
0.500,1000,0.1700,6,cold,0.918883
0.500,1000,0.1700,7,cold,0.920706
0.500,1000,0.1700,8,cold,0.923792
0.500,1000,0.1800,1,cold,0.918234
0.500,1000,0.1800,2,cold,0.918649
0.500,1000,0.1800,3,cold,0.913732
0.500,1000,0.1800,4,cold,0.910349
0.500,1000,0.1800,5,cold,0.916164
0.500,1000,0.1800,6,cold,0.910307
0.500,1000,0.1800,7,cold,0.919054
0.500,1000,0.1800,8,cold,0.910952
0.500,1000,0.1900,1,cold,0.914147
0.500,1000,0.1900,2,cold,0.910979
0.500,1000,0.1900,3,cold,0.902413
0.500,1000,0.1900,4,cold,0.910710
0.500,1000,0.1900,5,cold,0.902148
0.500,1000,0.1900,6,cold,0.908787
0.500,1000,0.1900,7,cold,0.908244
0.500,1000,0.1900,8,cold,0.908288
0.500,1000,0.2000,1,cold,0.904662
0.500,1000,0.2000,2,cold,0.913238
0.500,1000,0.2000,3,cold,0.904747
0.500,1000,0.2000,4,cold,0.904476
0.500,1000,0.2000,5,cold,0.905980
0.500,1000,0.2000,6,cold,0.906772
0.500,1000,0.2000,7,cold,0.899372
0.500,1000,0.2000,8,cold,0.909640
0.500,1000,0.2100,1,cold,0.904650
0.500,1000,0.2100,2,cold,0.901508
0.500,1000,0.2100,3,cold,0.896751
0.500,1000,0.2100,4,cold,0.905111
0.500,1000,0.2100,5,cold,0.904201
0.500,1000,0.2100,6,cold,0.898972
0.500,1000,0.2100,7,cold,0.904177
0.500,1000,0.2100,8,cold,0.905099
0.500,1000,0.2200,1,cold,0.891643
0.500,1000,0.2200,2,cold,0.901642
0.500,1000,0.2200,3,cold,0.900096
0.500,1000,0.2200,4,cold,0.899532
0.500,1000,0.2200,5,cold,0.903909
0.500,1000,0.2200,6,cold,0.899722
0.500,1000,0.2200,7,cold,0.895707
0.500,1000,0.2200,8,cold,0.899218
0.500,1000,0.2300,1,cold,0.888348
0.500,1000,0.2300,2,cold,0.894869
0.500,1000,0.2300,3,cold,0.890479
0.500,1000,0.2300,4,cold,0.893272
0.500,1000,0.2300,5,cold,0.899974
0.500,1000,0.2300,6,cold,0.895204
0.500,1000,0.2300,7,cold,0.896052
0.500,1000,0.2300,8,cold,0.893528
0.500,1000,0.2400,1,cold,0.892737
0.500,1000,0.2400,2,cold,0.580543
0.500,1000,0.2400,3,cold,0.887636
0.500,1000,0.2400,4,cold,0.891410
0.500,1000,0.2400,5,cold,0.888713
0.500,1000,0.2400,6,cold,0.880565
0.500,1000,0.2400,7,cold,0.887938
0.500,1000,0.2400,8,cold,0.889951
0.500,1000,0.2500,1,cold,0.451603
0.500,1000,0.2500,2,cold,0.879076
0.500,1000,0.2500,3,cold,0.660821
0.500,1000,0.2500,4,cold,0.582116
0.500,1000,0.2500,5,cold,0.886501
0.500,1000,0.2500,6,cold,0.892007
0.500,1000,0.2500,7,cold,0.419057
0.500,1000,0.2500,8,cold,0.890071
0.500,1000,0.2600,1,cold,0.523283
0.500,1000,0.2600,2,cold,0.375396
0.500,1000,0.2600,3,cold,0.434750
0.500,1000,0.2600,4,cold,0.661321
0.500,1000,0.2600,5,cold,0.446709
0.500,1000,0.2600,6,cold,0.406375
0.500,1000,0.2600,7,cold,0.473416
0.500,1000,0.2600,8,cold,0.406879
0.500,1000,0.2700,1,cold,0.393840
0.500,1000,0.2700,2,cold,0.293955
0.500,1000,0.2700,3,cold,0.545480
0.500,1000,0.2700,4,cold,0.349285
0.500,1000,0.2700,5,cold,0.577569
0.500,1000,0.2700,6,cold,0.286260
0.500,1000,0.2700,7,cold,0.401555
0.500,1000,0.2700,8,cold,0.308555
0.500,1000,0.2800,1,cold,0.245537
0.500,1000,0.2800,2,cold,0.247599
0.500,1000,0.2800,3,cold,0.230454
0.500,1000,0.2800,4,cold,0.250249
0.500,1000,0.2800,5,cold,0.265804
0.500,1000,0.2800,6,cold,0.234019
0.500,1000,0.2800,7,cold,0.339496
0.500,1000,0.2800,8,cold,0.347543
0.500,1000,0.2900,1,cold,0.255470
0.500,1000,0.2900,2,cold,0.242664
0.500,1000,0.2900,3,cold,0.211271
0.500,1000,0.2900,4,cold,0.236473
0.500,1000,0.2900,5,cold,0.285905
0.500,1000,0.2900,6,cold,0.177717
0.500,1000,0.2900,7,cold,0.249754
0.500,1000,0.2900,8,cold,0.221658
0.500,1000,0.3000,1,cold,0.224771
0.500,1000,0.3000,2,cold,0.203428
0.500,1000,0.3000,3,cold,0.215572
0.500,1000,0.3000,4,cold,0.224700
0.500,1000,0.3000,5,cold,0.182461
0.500,1000,0.3000,6,cold,0.217836
0.500,1000,0.3000,7,cold,0.170240
0.500,1000,0.3000,8,cold,0.198681
0.500,1000,0.3100,1,cold,0.184402
0.500,1000,0.3100,2,cold,0.156068
0.500,1000,0.3100,3,cold,0.138121
0.500,1000,0.3100,4,cold,0.138795
0.500,1000,0.3100,5,cold,0.071864
0.500,1000,0.3100,6,cold,0.195821
0.500,1000,0.3100,7,cold,0.214118
0.500,1000,0.3100,8,cold,0.185098
0.500,1000,0.3200,1,cold,0.084859
0.500,1000,0.3200,2,cold,0.121209
0.500,1000,0.3200,3,cold,0.162007
0.500,1000,0.3200,4,cold,0.116626
0.500,1000,0.3200,5,cold,0.145624
0.500,1000,0.3200,6,cold,0.090654
0.500,1000,0.3200,7,cold,0.139917
0.500,1000,0.3200,8,cold,0.097710
0.500,1000,0.3300,1,cold,0.139211
0.500,1000,0.3300,2,cold,0.126691
0.500,1000,0.3300,3,cold,0.110556
0.500,1000,0.3300,4,cold,0.103499
0.500,1000,0.3300,5,cold,0.097968
0.500,1000,0.3300,6,cold,0.082380
0.500,1000,0.3300,7,cold,0.148015
0.500,1000,0.3300,8,cold,0.105689
0.500,1000,0.3400,1,cold,0.108113
0.500,1000,0.3400,2,cold,0.085903
0.500,1000,0.3400,3,cold,0.080991
0.500,1000,0.3400,4,cold,0.073215
0.500,1000,0.3400,5,cold,0.104913
0.500,1000,0.3400,6,cold,0.085830
0.500,1000,0.3400,7,cold,0.061635
0.500,1000,0.3400,8,cold,0.067487
0.500,1000,0.3500,1,cold,0.078222
0.500,1000,0.3500,2,cold,0.098049
0.500,1000,0.3500,3,cold,0.029698
0.500,1000,0.3500,4,cold,0.101042
0.500,1000,0.3500,5,cold,0.129679
0.500,1000,0.3500,6,cold,0.088789
0.500,1000,0.3500,7,cold,0.051837
0.500,1000,0.3500,8,cold,0.048942
0.500,1000,0.3600,1,cold,0.080042
0.500,1000,0.3600,2,cold,0.039411
0.500,1000,0.3600,3,cold,0.019071
0.500,1000,0.3600,4,cold,0.102981
0.500,1000,0.3600,5,cold,0.099403
0.500,1000,0.3600,6,cold,0.080856
0.500,1000,0.3600,7,cold,0.024110
0.500,1000,0.3600,8,cold,0.083372
0.500,1000,0.3700,1,cold,0.059161
0.500,1000,0.3700,2,cold,0.013349
0.500,1000,0.3700,3,cold,0.049985
0.500,1000,0.3700,4,cold,0.011823
0.500,1000,0.3700,5,cold,0.070668
0.500,1000,0.3700,6,cold,0.074658
0.500,1000,0.3700,7,cold,0.069814
0.500,1000,0.3700,8,cold,0.056210
0.500,1000,0.3800,1,cold,0.026029
0.500,1000,0.3800,2,cold,0.012567
0.500,1000,0.3800,3,cold,0.022624
0.500,1000,0.3800,4,cold,0.054640
0.500,1000,0.3800,5,cold,0.076490
0.500,1000,0.3800,6,cold,0.019307
0.500,1000,0.3800,7,cold,0.040843
0.500,1000,0.3800,8,cold,0.052139
0.500,1000,0.3900,1,cold,0.059885
0.500,1000,0.3900,2,cold,0.070985
0.500,1000,0.3900,3,cold,-0.002378
0.500,1000,0.3900,4,cold,0.040710
0.500,1000,0.3900,5,cold,0.033413
0.500,1000,0.3900,6,cold,0.024973
0.500,1000,0.3900,7,cold,0.021355
0.500,1000,0.3900,8,cold,0.073204
0.500,1000,0.4000,1,cold,-0.012983
0.500,1000,0.4000,2,cold,0.041814
0.500,1000,0.4000,3,cold,0.022518
0.500,1000,0.4000,4,cold,0.062350
0.500,1000,0.4000,5,cold,0.032711
0.500,1000,0.4000,6,cold,0.045861
0.500,1000,0.4000,7,cold,0.069786
0.500,1000,0.4000,8,cold,0.054893
0.550,50,0.0200,1,cold,0.991831
0.550,50,0.0200,2,cold,0.990183
0.550,50,0.0200,3,cold,0.990423
0.550,50,0.0200,4,cold,0.988397
0.550,50,0.0200,5,cold,0.990779
0.550,50,0.0200,6,cold,0.987763
0.550,50,0.0200,7,cold,0.988400
0.550,50,0.0200,8,cold,0.988440
0.550,50,0.0250,1,cold,0.989444
0.550,50,0.0250,2,cold,0.987219
0.550,50,0.0250,3,cold,0.987813
0.550,50,0.0250,4,cold,0.984732
0.550,50,0.0250,5,cold,0.988500
0.550,50,0.0250,6,cold,0.985407
0.550,50,0.0250,7,cold,0.985904
0.550,50,0.0250,8,cold,0.985691
0.550,50,0.0300,1,cold,0.981461
0.550,50,0.0300,2,cold,0.985675
0.550,50,0.0300,3,cold,0.984391
0.550,50,0.0300,4,cold,0.983715
0.550,50,0.0300,5,cold,0.984216
0.550,50,0.0300,6,cold,0.984888
0.550,50,0.0300,7,cold,0.981426
0.550,50,0.0300,8,cold,0.982100
0.550,50,0.0350,1,cold,0.981396
0.550,50,0.0350,2,cold,0.984808
0.550,50,0.0350,3,cold,0.981047
0.550,50,0.0350,4,cold,0.982840
0.550,50,0.0350,5,cold,0.981531
0.550,50,0.0350,6,cold,0.981714
0.550,50,0.0350,7,cold,0.981364
0.550,50,0.0350,8,cold,0.983394
0.550,50,0.0400,1,cold,0.978451
0.550,50,0.0400,2,cold,0.982889
0.550,50,0.0400,3,cold,0.978694
0.550,50,0.0400,4,cold,0.979333
0.550,50,0.0400,5,cold,0.978953
0.550,50,0.0400,6,cold,0.977724
0.550,50,0.0400,7,cold,0.978562
0.550,50,0.0400,8,cold,0.981119
0.550,50,0.0450,1,cold,0.974522
0.550,50,0.0450,2,cold,0.981110
0.550,50,0.0450,3,cold,0.974670
0.550,50,0.0450,4,cold,0.977592
0.550,50,0.0450,5,cold,0.975220
0.550,50,0.0450,6,cold,0.973454
0.550,50,0.0450,7,cold,0.975674
0.550,50,0.0450,8,cold,0.978725
0.550,50,0.0500,1,cold,0.973218
0.550,50,0.0500,2,cold,0.975628
0.550,50,0.0500,3,cold,0.975845
0.550,50,0.0500,4,cold,0.978134
0.550,50,0.0500,5,cold,0.974429
0.550,50,0.0500,6,cold,0.972767
0.550,50,0.0500,7,cold,0.974701
0.550,50,0.0500,8,cold,0.974631
0.550,50,0.0550,1,cold,0.965771
0.550,50,0.0550,2,cold,0.969728
0.550,50,0.0550,3,cold,0.972861
0.550,50,0.0550,4,cold,0.965457
0.550,50,0.0550,5,cold,0.966932
0.550,50,0.0550,6,cold,0.968184
0.550,50,0.0550,7,cold,0.970496
0.550,50,0.0550,8,cold,0.971201
0.550,50,0.0600,1,cold,0.960748
0.550,50,0.0600,2,cold,0.966267
0.550,50,0.0600,3,cold,0.968608
0.550,50,0.0600,4,cold,0.962423
0.550,50,0.0600,5,cold,0.962859
0.550,50,0.0600,6,cold,0.963531
0.550,50,0.0600,7,cold,0.967080
0.550,50,0.0600,8,cold,0.969493
0.550,50,0.0650,1,cold,0.941159
0.550,50,0.0650,2,cold,0.962926
0.550,50,0.0650,3,cold,0.966574
0.550,50,0.0650,4,cold,0.959962
0.550,50,0.0650,5,cold,0.958664
0.550,50,0.0650,6,cold,0.956546
0.550,50,0.0650,7,cold,0.964518
0.550,50,0.0650,8,cold,0.965803
0.550,50,0.0700,1,cold,0.959004
0.550,50,0.0700,2,cold,0.959315
0.550,50,0.0700,3,cold,0.960229
0.550,50,0.0700,4,cold,0.939584
0.550,50,0.0700,5,cold,0.947485
0.550,50,0.0700,6,cold,0.958965
0.550,50,0.0700,7,cold,0.887598
0.550,50,0.0700,8,cold,0.959723
0.550,50,0.0750,1,cold,0.958925
0.550,50,0.0750,2,cold,0.959396
0.550,50,0.0750,3,cold,0.953678
0.550,50,0.0750,4,cold,0.547349
0.550,50,0.0750,5,cold,-0.257554
0.550,50,0.0750,6,cold,0.952160
0.550,50,0.0750,7,cold,0.260117
0.550,50,0.0750,8,cold,0.959720
0.550,50,0.0800,1,cold,0.953833
0.550,50,0.0800,2,cold,0.954452
0.550,50,0.0800,3,cold,0.320393
0.550,50,0.0800,4,cold,0.358268
0.550,50,0.0800,5,cold,-0.300532
0.550,50,0.0800,6,cold,0.933148
0.550,50,0.0800,7,cold,0.215458
0.550,50,0.0800,8,cold,0.388198
0.550,50,0.0850,1,cold,0.415911
0.550,50,0.0850,2,cold,0.160747
0.550,50,0.0850,3,cold,0.263440
0.550,50,0.0850,4,cold,0.205466
0.550,50,0.0850,5,cold,-0.317766
0.550,50,0.0850,6,cold,0.240901
0.550,50,0.0850,7,cold,0.102628
0.550,50,0.0850,8,cold,0.135981
0.550,50,0.0900,1,cold,0.302235
0.550,50,0.0900,2,cold,-0.153299
0.550,50,0.0900,3,cold,0.067722
0.550,50,0.0900,4,cold,0.089677
0.550,50,0.0900,5,cold,0.149580
0.550,50,0.0900,6,cold,-0.037901
0.550,50,0.0900,7,cold,-0.018642
0.550,50,0.0900,8,cold,-0.084633
0.550,50,0.0950,1,cold,0.224633
0.550,50,0.0950,2,cold,0.166441
0.550,50,0.0950,3,cold,0.111235
0.550,50,0.0950,4,cold,0.150196
0.550,50,0.0950,5,cold,0.116653
0.550,50,0.0950,6,cold,-0.145842
0.550,50,0.0950,7,cold,-0.068308
0.550,50,0.0950,8,cold,-0.063541
0.550,50,0.1000,1,cold,0.197535
0.550,50,0.1000,2,cold,0.153798
0.550,50,0.1000,3,cold,0.095480
0.550,50,0.1000,4,cold,0.143947
0.550,50,0.1000,5,cold,0.100002
0.550,50,0.1000,6,cold,-0.148398
0.550,50,0.1000,7,cold,-0.073827
0.550,50,0.1000,8,cold,-0.073042
0.550,50,0.1050,1,cold,0.195152
0.550,50,0.1050,2,cold,0.143786
0.550,50,0.1050,3,cold,0.084615
0.550,50,0.1050,4,cold,0.138330
0.550,50,0.1050,5,cold,0.085617
0.550,50,0.1050,6,cold,-0.148618
0.550,50,0.1050,7,cold,-0.076526
0.550,50,0.1050,8,cold,-0.079788
0.550,50,0.1100,1,cold,-0.113125
0.550,50,0.1100,2,cold,-0.009940
0.550,50,0.1100,3,cold,-0.038213
0.550,50,0.1100,4,cold,-0.009958
0.550,50,0.1100,5,cold,-0.081524
0.550,50,0.1100,6,cold,-0.185207
0.550,50,0.1100,7,cold,-0.044948
0.550,50,0.1100,8,cold,0.001007
0.550,50,0.1150,1,cold,-0.374025
0.550,50,0.1150,2,cold,-0.001268
0.550,50,0.1150,3,cold,-0.055800
0.550,50,0.1150,4,cold,0.018561
0.550,50,0.1150,5,cold,-0.265397
0.550,50,0.1150,6,cold,0.033915
0.550,50,0.1150,7,cold,-0.117675
0.550,50,0.1150,8,cold,0.030032
0.550,50,0.1200,1,cold,-0.370841
0.550,50,0.1200,2,cold,-0.006477
0.550,50,0.1200,3,cold,-0.061955
0.550,50,0.1200,4,cold,0.015466
0.550,50,0.1200,5,cold,-0.255786
0.550,50,0.1200,6,cold,0.034231
0.550,50,0.1200,7,cold,-0.119458
0.550,50,0.1200,8,cold,0.024804
0.550,50,0.1250,1,cold,-0.366645
0.550,50,0.1250,2,cold,-0.010129
0.550,50,0.1250,3,cold,-0.067443
0.550,50,0.1250,4,cold,0.013219
0.550,50,0.1250,5,cold,-0.245913
0.550,50,0.1250,6,cold,0.034339
0.550,50,0.1250,7,cold,-0.120773
0.550,50,0.1250,8,cold,0.020068
0.550,50,0.1300,1,cold,0.174490
0.550,50,0.1300,2,cold,-0.097958
0.550,50,0.1300,3,cold,-0.101343
0.550,50,0.1300,4,cold,-0.140154
0.550,50,0.1300,5,cold,0.086382
0.550,50,0.1300,6,cold,0.262350
0.550,50,0.1300,7,cold,0.009215
0.550,50,0.1300,8,cold,0.163853
0.550,50,0.1350,1,cold,-0.149401
0.550,50,0.1350,2,cold,-0.018275
0.550,50,0.1350,3,cold,0.068292
0.550,50,0.1350,4,cold,0.129314
0.550,50,0.1350,5,cold,-0.121313
0.550,50,0.1350,6,cold,0.154332
0.550,50,0.1350,7,cold,-0.075519
0.550,50,0.1350,8,cold,-0.069443
0.550,50,0.1400,1,cold,-0.147233
0.550,50,0.1400,2,cold,-0.016146
0.550,50,0.1400,3,cold,0.067091
0.550,50,0.1400,4,cold,0.123256
0.550,50,0.1400,5,cold,-0.123960
0.550,50,0.1400,6,cold,0.151674
0.550,50,0.1400,7,cold,-0.074860
0.550,50,0.1400,8,cold,-0.066155
0.550,50,0.1450,1,cold,-0.145066
0.550,50,0.1450,2,cold,-0.014356
0.550,50,0.1450,3,cold,0.066208
0.550,50,0.1450,4,cold,0.117473
0.550,50,0.1450,5,cold,-0.125601
0.550,50,0.1450,6,cold,0.148787
0.550,50,0.1450,7,cold,-0.074196
0.550,50,0.1450,8,cold,-0.062686
0.550,50,0.1500,1,cold,-0.156988
0.550,50,0.1500,2,cold,0.024870
0.550,50,0.1500,3,cold,-0.081274
0.550,50,0.1500,4,cold,-0.069762
0.550,50,0.1500,5,cold,0.179610
0.550,50,0.1500,6,cold,-0.117359
0.550,50,0.1500,7,cold,-0.100923
0.550,50,0.1500,8,cold,-0.084983
0.550,50,0.1550,1,cold,-0.038463
0.550,50,0.1550,2,cold,-0.088747
0.550,50,0.1550,3,cold,0.047831
0.550,50,0.1550,4,cold,0.178223
0.550,50,0.1550,5,cold,0.062414
0.550,50,0.1550,6,cold,0.089452
0.550,50,0.1550,7,cold,-0.091436
